row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH CHỨNG KHOẠN,,,,,,,
01,01,01,Tổng lợi nhuận kể toán trước thuế,,1.199.503.656.627,913.396.801.818,,,1199503656627.0,913396801818.0
01,01,01,Điều chỉnh cho các khoản,,(515.120.144.768),(83.167.913),,,-515120144768.0,-83167913.0
02,02,02,Khẩu hao tài sản cố định,,12.054.113.421,12.407.499.249,,,12054113421.0,12407499249.0
03,03,03,Các khoản lập/(hoản nhập) dự phòng,,(351.305.861.337),192.978.837.266,,,-351305861337.0,192978837266.0
05,05,05,Lãi lỗ hoạt động đầu tư,,(301.074.508.364),(222.007.767.128),,,-301074508364.0,-222007767128.0
06,06,06,Chi phí lãi vay,,125.206.111.512,16.538.262.700,,,125206111512.0,16538262700.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,684.383.511.859,913.313.633.905,,,684383511859.0,913313633905.0
09,09,09,Tăng các khoản phải thu,,(1.949.212.178.201),(880.416.183.762),,,-1949212178201.0,-880416183762.0
10,10,10,Tăng đầu tư chứng khoán ngắn hạn,,(245.942.654.847),(785.543.214.271),,,-245942654847.0,-785543214271.0
11,11,11,"Tăng (giảm) các khoản phải trả (không kể lãi vay phải trả, chi phí thuế TNDN phải nộp)",,274.990.299.740,(389.745.107.353),,,274990299740.0,-389745107353.0
12,12,12,Tăng chi phí trả trước,,(4.364.413.731),(2.929.513.609),,,-4364413731.0,-2929513609.0
13,13,13,Tiền lãi vay đã trả,,(76.983.956.946),(15.994.015.892),,,-76983956946.0,-15994015892.0
14,14,14,Thuế thu nhập doanh nghiệp đã nộp,31.1,(134.634.603.577),(218.675.218.428),,311.0,-134634603577.0,-218675218428.0
15,15,15,Tiền thu khác từ hoạt động kinh doanh,,3.225.000,27.000.000,,,3225000.0,27000000.0
16,16,16,Tiền chi khác từ hoạt động kinh doanh,,(41.077.202.125),(26.114.204.300),,,-41077202125.0,-26114204300.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(1.492.837.972.828),(1.406.076.823.712),,,-1492837972828.0,-1406076823712.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(5.774.119.114),(9.504.007.454),,,-5774119114.0,-9504007454.0
22,22,22,Tiền thu từ thanh lý tài sản cố định và các tài sản dài hạn khác,,12.136.004,1.000.000,,,12136004.0,1000000.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(2.893.743.000.000),-,,,-2893743000000.0,
24,24,24,"Tiền thu hồi cho vay, bản lại các công cụ nợ của đơn vị khác",,404.467.466.302,442.593.930.282,,,404467466302.0,442593930282.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(29.902.942.925),(31.380.050.063),,,-29902942925.0,-31380050063.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,436.019.679.100,252.527.742.000,,,436019679100.0,252527742000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,178.483.187.301,111.395.864.065,,,178483187301.0,111395864065.0
30,30,30,Lưu chuyển tiền thuần (sử dụng vào)/ từ hoạt động đầu tư,,(1.910.437.593.332),765.634.478.830,,,-1910437593332.0,765634478830.0
