row_label_raw,row_label_full,Công ty cổ phầntruyền thông VMG,700.000,21.283.000.000,(3.338.500.000),17.944.500.000,numeric__700.000,numeric__21.283.000.000,numeric__(3.338.500.000),numeric__17.944.500.000
Công ty cổ phầntruyền thông VMG,Công ty cổ phầntruyền thông VMG,Công ty cổ phầntruyền thông VMG,700.000,21.283.000.000,(3.338.500.000),17.944.500.000,700000.0,21283000000.0,-3338500000.0,17944500000.0
Công ty cổ phầntruyền thông VMG,Công ty cổ phầntruyền thông VMG,Công ty cổ phầntruyền thông VMG,19.012.608,560.858.512.699,(117.587.109.102),443.271.403.597,19012608.0,560858512699.0,-117587109102.0,443271403597.0
