row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu hoạt động kinh doanh chứng khoán,Doanh thu hoạt động kinh doanh chứng khoán,Doanh thu hoạt động kinh doanh chứng khoán,1.498.325.888.988,1.600.723.364.692,1498325888988.0,1600723364692.0
Doanh thu môi giới chứng khoán cho người đầu tư,Doanh thu môi giới chứng khoán cho người đầu tư,Doanh thu môi giới chứng khoán cho người đầu tư,291.920.173.984,334.225.248.964,291920173984.0,334225248964.0
"Doanh thu hoạt động đầu tư chứng khoán, góp vốn","Doanh thu hoạt động đầu tư chứng khoán, góp vốn","Doanh thu hoạt động đầu tư chứng khoán, góp vốn",574.793.676.372,770.473.958.917,574793676372.0,770473958917.0
- Cổ tức,- Cổ tức,- Cổ tức,161.992.955.481,146.604.228.155,161992955481.0,146604228155.0
- Trái tức,- Trái tức,- Trái tức,20.089.905.836,38.428.562.025,20089905836.0,38428562025.0
"- Lãi bán cổ phiếu, trái phiếu","- Lãi bán cổ phiếu, trái phiếu","- Lãi bán cổ phiếu, trái phiếu",189.385.245.144,192.422.319.601,189385245144.0,192422319601.0
- Doanh thu tự doanh từ ủy thác danh mục tại SSIAM,- Doanh thu tự doanh từ ủy thác danh mục tại SSIAM,- Doanh thu tự doanh từ ủy thác danh mục tại SSIAM,203.325.569.911,388.193.449.136,203325569911.0,388193449136.0
- Doanh thu hoạt động đầu tư khác,- Doanh thu hoạt động đầu tư khác,- Doanh thu hoạt động đầu tư khác,-,4.825.400.000,,4825400000.0
Doanh thu bảo lãnh phát hành chứng khoán,Doanh thu bảo lãnh phát hành chứng khoán,Doanh thu bảo lãnh phát hành chứng khoán,-,2.844.259.220,,2844259220.0
Doanh thu đại lý phát hành chứng khoán,Doanh thu đại lý phát hành chứng khoán,Doanh thu đại lý phát hành chứng khoán,12.390.049.452,543.481.183,12390049452.0,543481183.0
Doanh thu hoạt động tư vấn tải chính,Doanh thu hoạt động tư vấn tải chính,Doanh thu hoạt động tư vấn tải chính,44.704.036.602,20.966.718.460,44704036602.0,20966718460.0
Doanh thu lưu ký chứng khoán cho người đầu tư,Doanh thu lưu ký chứng khoán cho người đầu tư,Doanh thu lưu ký chứng khoán cho người đầu tư,7.363.774.946,5.623.352.899,7363774946.0,5623352899.0
Doanh thu cho thuê sử dụng tài sản,Doanh thu cho thuê sử dụng tài sản,Doanh thu cho thuê sử dụng tài sản,721.318.867,720.358.866,721318867.0,720358866.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,566.432.858.765,465.325.986.183,566432858765.0,465325986183.0
- Thu lãi tiền gửi,- Thu lãi tiền gửi,- Thu lãi tiền gửi,226.967.765.663,243.707.113.095,226967765663.0,243707113095.0
- Doanh thu phí dịch vụ ứng trước tiền bán chứng khoán,- Doanh thu phí dịch vụ ứng trước tiền bán chứng khoán,- Doanh thu phí dịch vụ ứng trước tiền bán chứng khoán,9.334.924.031,10.527.420.071,9334924031.0,10527420071.0
- Doanh thu nghiệp vụ giao dịch ký quỹ,- Doanh thu nghiệp vụ giao dịch ký quỹ,- Doanh thu nghiệp vụ giao dịch ký quỹ,289.056.470.123,196.655.527.738,289056470123.0,196655527738.0
- Doanh thu phí quản lý tài khoản nhà đầu tư,- Doanh thu phí quản lý tài khoản nhà đầu tư,- Doanh thu phí quản lý tài khoản nhà đầu tư,30.782.851.130,9.010.595.953,30782851130.0,9010595953.0
- Doanh thu khác,- Doanh thu khác,- Doanh thu khác,10.290.847.818,5.425.329.326,10290847818.0,5425329326.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,1.023.661.971,100.000.000,1023661971.0,100000000.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,1.497.302.227.017,1.600.623.364.692,1497302227017.0,1600623364692.0
