row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
"Chi phí môi giới, lưu kỳ chứng khoán","Chi phí môi giới, lưu kỳ chứng khoán","Chi phí môi giới, lưu kỳ chứng khoán",80.673.175.282,76.627.792.335,80673175282.0,76627792335.0
"Chi phí hoạt động đầu tư chứng khoán, góp vốn","Chi phí hoạt động đầu tư chứng khoán, góp vốn","Chi phí hoạt động đầu tư chứng khoán, góp vốn",86.325.107.460,94.839.388.290,86325107460.0,94839388290.0
"Chi phí bảo lãnh, đại lý phát hành chứng khoán","Chi phí bảo lãnh, đại lý phát hành chứng khoán","Chi phí bảo lãnh, đại lý phát hành chứng khoán",85.000.000,-,85000000.0,
Chi phí/(hoản nhập) dự phòng hoạt động kinh doanh chứng khoán,Chi phí/(hoản nhập) dự phòng hoạt động kinh doanh chứng khoán,Chi phí/(hoản nhập) dự phòng hoạt động kinh doanh chứng khoán,(351.901.330.062),191.053.694.031,-351901330062.0,191053694031.0
Chi phí vốn kinh doanh chứng khoán,Chi phí vốn kinh doanh chứng khoán,Chi phí vốn kinh doanh chứng khoán,160.529.751.135,110.611.221.978,160529751135.0,110611221978.0
- Chi phí lãi vay,- Chi phí lãi vay,- Chi phí lãi vay,74.924.088.177,16.538.262.700,74924088177.0,16538262700.0
- Chi phí trả lãi trái phiếu,- Chi phí trả lãi trái phiếu,- Chi phí trả lãi trái phiếu,50.282.023.335,-,50282023335.0,
- Chi phí trả lãi tài khoản kinh doanh chứng khoán của nhà đầu tư,- Chi phí trả lãi tài khoản kinh doanh chứng khoán của nhà đầu tư,- Chi phí trả lãi tài khoản kinh doanh chứng khoán của nhà đầu tư,5.436.526.398,12.518.373.349,5436526398.0,12518373349.0
- Chi phí vốn khác,- Chi phí vốn khác,- Chi phí vốn khác,29.887.113.225,81.554.585.929,29887113225.0,81554585929.0
"Chi phí hoạt động tư vấn đầu tư chứng khoán, tư vấn đầu tư tài chính, tư vấn khác","Chi phí hoạt động tư vấn đầu tư chứng khoán, tư vấn đầu tư tài chính, tư vấn khác","Chi phí hoạt động tư vấn đầu tư chứng khoán, tư vấn đầu tư tài chính, tư vấn khác",29.118.538.672,13.741.415.112,29118538672.0,13741415112.0
Các chi phí trực tiếp khác về kinh doanh chứng khoán,Các chi phí trực tiếp khác về kinh doanh chứng khoán,Các chi phí trực tiếp khác về kinh doanh chứng khoán,284.941.786.977,239.239.629.692,284941786977.0,239239629692.0
- Chi phí nhân viên,- Chi phí nhân viên,- Chi phí nhân viên,181.760.861.533,150.766.331.064,181760861533.0,150766331064.0
+ Chi phí lương,+ Chi phí lương,+ Chi phí lương,155.849.525.296,130.667.114.760,155849525296.0,130667114760.0
+ Chi phí bảo hiểm theo lương,+ Chi phí bảo hiểm theo lương,+ Chi phí bảo hiểm theo lương,10.412.754.600,8.027.154.305,10412754600.0,8027154305.0
"+ Chi phí đào tạo, nhân viên khác","+ Chi phí đào tạo, nhân viên khác","+ Chi phí đào tạo, nhân viên khác",15.498.581.637,12.072.061.999,15498581637.0,12072061999.0
"- Chi phí vật liệu, văn phòng phẩm","- Chi phí vật liệu, văn phòng phẩm","- Chi phí vật liệu, văn phòng phẩm",6.941.106.167,4.985.590.477,6941106167.0,4985590477.0
- Chi phí khấu hao và phân bổ,- Chi phí khấu hao và phân bổ,- Chi phí khấu hao và phân bổ,11.342.103.131,11.584.013.959,11342103131.0,11584013959.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,45.287.346.646,44.778.874.906,45287346646.0,44778874906.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,30.501.479.136,26.938.108.149,30501479136.0,26938108149.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,9.108.890.364,186.771.137,9108890364.0,186771137.0
,,,289.772.029.464,726.113.141.438,289772029464.0,726113141438.0
