row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,1.199.503.656.627,913.396.801.818,1199503656627.0,913396801818.0
Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,(337.946.312.527),25.951.261.515,-337946312527.0,25951261515.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,,,
- Chi phí dự phòng chứng khoán chưa niêm yết của năm nay,Các khoản điều chỉnh tăng > - Chi phí dự phòng chứng khoán chưa niêm yết của năm nay,- Chi phí dự phòng chứng khoán chưa niêm yết của năm nay,40.956.993.400,402.058.826.278,40956993400.0,402058826278.0
- Dự phòng giá trị đầu tư nhận hoàn vốn theo tiến độ,Các khoản điều chỉnh tăng > - Dự phòng giá trị đầu tư nhận hoàn vốn theo tiến độ,- Dự phòng giá trị đầu tư nhận hoàn vốn theo tiến độ,49.994.489.716,-,49994489716.0,
- Chênh lệch tạm thời tính thuế trong năm 2015,Các khoản điều chỉnh tăng > - Chênh lệch tạm thời tính thuế trong năm 2015,- Chênh lệch tạm thời tính thuế trong năm 2015,135.656.679.197,-,135656679197.0,
- Các chi phí không hợp lý,Các khoản điều chỉnh tăng > - Các chi phí không hợp lý,- Các chi phí không hợp lý,442.378.600,888.017.917,442378600.0,888017917.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,,,
- Thu nhập từ hoạt động không thuộc diện nộp thuế thu nhập doanh nghiệp - Cổ tức,Các khoản điều chỉnh giảm > - Thu nhập từ hoạt động không thuộc diện nộp thuế thu nhập doanh nghiệp - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế thu nhập doanh nghiệp - Cổ tức,(161.992.955.481),(146.604.228.155),-161992955481.0,-146604228155.0
- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết năm trước,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết năm trước,(402.058.826.278),(230.391.354.525),-402058826278.0,-230391354525.0
- Chênh lệch tạm thời tính thuế năm trước chuyển sang,Các khoản điều chỉnh giảm > - Chênh lệch tạm thời tính thuế năm trước chuyển sang,- Chênh lệch tạm thời tính thuế năm trước chuyển sang,(945.071.681),-,-945071681.0,
Thu nhập chịu thuế ước tính năm hiện hành,Các khoản điều chỉnh giảm > Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,861.557.344.100,939.348.063.333,861557344100.0,939348063333.0
- Thuế suất thuế thu nhập doanh nghiệp,Các khoản điều chỉnh giảm > - Thuế suất thuế thu nhập doanh nghiệp,- Thuế suất thuế thu nhập doanh nghiệp,22%,22%,0.22,0.22
Thuế TNDN phải trả ước tính năm hiện hành,Các khoản điều chỉnh giảm > Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,189.542.615.702,206.656.573.933,189542615702.0,206656573933.0
Thuế TNDN phải nộp đầu năm,Các khoản điều chỉnh giảm > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,13.866.922.128,25.463.581.162,13866922128.0,25463581162.0
Điều chỉnh tăng thuế TNDN theo quyết toán thuế,Các khoản điều chỉnh giảm > Điều chỉnh tăng thuế TNDN theo quyết toán thuế,Điều chỉnh tăng thuế TNDN theo quyết toán thuế,379.510.893,421.985.460,379510893.0,421985460.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh giảm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(134.634.603.577),(218.675.218.427),-134634603577.0,-218675218427.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,69.154.445.146,13.866.922.128,69154445146.0,13866922128.0
