row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,A. NỘ PHẢI TRẢ,,6.530.653.676.607,3.111.056.469.578,,,6530653676607.0,3111056469578.0
310,310,310,I. Nợ ngắn hạn,,5.843.153.676.607,3.111.056.469.578,,,5843153676607.0,3111056469578.0
311,311,311,1. Vay và nợ ngắn hạn,17,3.913.847.967.537,1.506.127.466.877,,17.0,3913847967537.0,1506127466877.0
312,312,312,2. Phải trả người bán,,3.007.381.612,1.119.400.635,,,3007381612.0,1119400635.0
313,313,313,3. Người mua trả tiền trước,18,4.893.483.331,71.967.220.419,,18.0,4893483331.0,71967220419.0
314,314,314,4. Thuế và các khoản phải nộp Nhà nước,19,84.794.532.019,38.507.993.397,,19.0,84794532019.0,38507993397.0
315,315,315,5. Phải trả người lao động,,3.558.502.404,3.301.862.273,,,3558502404.0,3301862273.0
316,316,316,6. Chỉ phí phải trả,21,71.228.108.976,22.665.399.700,,21.0,71228108976.0,22665399700.0
319,319,319,"7. Các khoản phải trả, phải nộp ngắn hạn khác",22,186.070.544.640,254.556.316.042,,22.0,186070544640.0,254556316042.0
320,320,320,8. Phải trả hoạt động giao dịch chứng khoán,23,1.449.127.503.531,1.096.408.609.677,,23.0,1449127503531.0,1096408609677.0
321,321,321,9. Phải trả cổ tức và lãi trái phiếu,24,10.002.807.034,9.609.207.880,,24.0,10002807034.0,9609207880.0
322,322,322,10. Phải trả tổ chức phát hành chứng khoán,,689.438.960,1.884.039.160,,,689438960.0,1884039160.0
323,323,323,"11. Quỹ khen thưởng, phúc lợi",25,115.933.406.563,104.908.953.518,,25.0,115933406563.0,104908953518.0
330,330,330,II. Nợ dài hạn,20,687.500.000.000,-,,20.0,687500000000.0,
338,338,338,1. Vay và nợ dài hạn,,687.500.000.000,-,,,687500000000.0,
400,400,400,B. NGUỒN VỐN CHỦ SỞ HỮU,26,6.509.233.185.205,5.442.596.442.160,,26.0,6509233185205.0,5442596442160.0
410,410,410,I. Vốn chủ sở hữu,26,6.509.233.185.205,5.442.596.442.160,,26.0,6509233185205.0,5442596442160.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,4.800.636.840.000,3.537.949.420.000,,,4800636840000.0,3537949420000.0
412,412,412,2. Thắng dư vốn cổ phần,,29.285.860.000,342.196.810.218,,,29285860000.0,342196810218.0
414,414,414,3. Cổ phiếu quỹ,,(170.482.400),(54.900),,,-170482400.0,-54900.0
418,418,418,4. Quỹ dự phòng tài chính và dự trữ pháp định,,447.423.045.314,372.998.887.930,,,447423045314.0,372998887930.0
420,420,420,5. Lợi nhuận chưa phân phối,,1.232.057.922.291,1.189.451.378.912,,,1232057922291.0,1189451378912.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,13.039.886.861.812,8.553.652.911.738,,,13039886861812.0,8553652911738.0
