row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải trả Sở Giao dịch Chứng khoán và Trung tâm lưu ký Chứng khoán,Phải trả Sở Giao dịch Chứng khoán và Trung tâm lưu ký Chứng khoán,Phải trả Sở Giao dịch Chứng khoán và Trung tâm lưu ký Chứng khoán,5.779.486.553,5.198.754.935,5779486553.0,5198754935.0
Chi phí lãi trái phiếu,Chi phí lãi trái phiếu,Chi phí lãi trái phiếu,45.617.847.224,-,45617847224.0,
Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,3.265.485.311,658.386.630,3265485311.0,658386630.0
Phí hợp đồng ủy thác đầu tư và phí tư vấn phải trả Công ty TNHH Quản lý Quỹ SSI,Phí hợp đồng ủy thác đầu tư và phí tư vấn phải trả Công ty TNHH Quản lý Quỹ SSI,Phí hợp đồng ủy thác đầu tư và phí tư vấn phải trả Công ty TNHH Quản lý Quỹ SSI,8.124.287.890,10.455.347.727,8124287890.0,10455347727.0
Phải trả phí môi giới,Phải trả phí môi giới,Phải trả phí môi giới,-,7.755.626,,7755626.0
Chi phí lãi hợp đồng bán và cam kết mua lại chứng khoán,Chi phí lãi hợp đồng bán và cam kết mua lại chứng khoán,Chi phí lãi hợp đồng bán và cam kết mua lại chứng khoán,3.068.427.838,1.699.146.154,3068427838.0,1699146154.0
Phải trả hợp đồng đặt cọc môi giới chứng khoán,Phải trả hợp đồng đặt cọc môi giới chứng khoán,Phải trả hợp đồng đặt cọc môi giới chứng khoán,-,191.591.866,,191591866.0
Phí dịch vụ,Phí dịch vụ,Phí dịch vụ,410.000.000,404.000.000,410000000.0,404000000.0
Phí dịch vụ phải trả cho đối tác,Phí dịch vụ phải trả cho đối tác,Phí dịch vụ phải trả cho đối tác,4.619.539.121,1.656.492.169,4619539121.0,1656492169.0
Các khoản khác,Các khoản khác,Các khoản khác,343.035.039,2.393.924.593,343035039.0,2393924593.0
,,,71.228.108.976,22.665.399.700,71228108976.0,22665399700.0
