row_label_raw,row_label_full,col_0,2017triệu VND,2016triệu VND,numeric__2017triệu VND,numeric__2016triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",21.105,31.579,21105.0,31579.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.449.390,1.328.225,1449390.0,1328225.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.289.657,1.184.947,1289657.0,1184947.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,79.827,72.787,79827.0,72787.0
Chi phí nhân viên khác,Chi phí nhân viên khác,Chi phí nhân viên khác,79.906,70.491,79906.0,70491.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,378.514,384.436,378514.0,384436.0
Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,105.354,109.621,105354.0,109621.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,486.219,410.386,486219.0,410386.0
Trong đó:- Công tác phí,Trong đó:- Công tác phí,Trong đó:- Công tác phí,17.564,12.343,17564.0,12343.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,30,25,30.0,25.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",142.993,120.937,142993.0,120937.0
Chi phí/(Hoàn nhập) dự phòng giảm giá đầu tư dài hạn khác,Chi phí/(Hoàn nhập) dự phòng giảm giá đầu tư dài hạn khác,Chi phí/(Hoàn nhập) dự phòng giảm giá đầu tư dài hạn khác,5.947,(1.851),5947.0,-1851.0
Chi dự phòng rủi ro khác,Chi dự phòng rủi ro khác,Chi dự phòng rủi ro khác,257.074,136.782,257074.0,136782.0
,,,2.741.242,2.410.494,2741242.0,2410494.0
