row_label_raw,row_label_full,col_0,31/12/2017 > %/năm,31/12/2016 > %/năm,numeric__31/12/2017 > %/năm,numeric__31/12/2016 > %/năm
Tiền gửi có kỳ hạn bằng VMD,Tiền gửi có kỳ hạn bằng VMD,Tiền gửi có kỳ hạn bằng VMD,"1,00% - 7,60%","1,00% - 7,20%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,00% - 2,00%","0,00% - 2,00%",,
