row_label_raw,row_label_full,col_0,2017triệu VND,2016triệu VND,numeric__2017triệu VND,numeric__2016triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.439.522,347.615,1439522.0,347615.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,143.815,132.382,143815.0,132382.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,12.083,13.473,12083.0,13473.0
"Dịch vụ đại lý, tư vấn","Dịch vụ đại lý, tư vấn","Dịch vụ đại lý, tư vấn",1.241.179,177.129,1241179.0,177129.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,42.445,24.631,42445.0,24631.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,61.874,51.306,61874.0,51306.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,42.403,21.330,42403.0,21330.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,10.093,11.897,10093.0,11897.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,9.378,18.079,9378.0,18079.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.377.648,296.309,1377648.0,296309.0
