row_label_raw,row_label_full,Cổ tức nhận được trong năm,2017 triệu VND > Cổ tức nhận được trong năm,2016 (trình bày lại) triệu VND > Cổ tức nhận được trong năm,numeric__2017 triệu VND > Cổ tức nhận được trong năm,numeric__2016 (trình bày lại) triệu VND > Cổ tức nhận được trong năm
- từ chứng khoán vốn đầu tư,- từ chứng khoán vốn đầu tư,- từ chứng khoán vốn đầu tư,900,-,900.0,
"- từ góp vốn, đầu tư dài hạn","- từ góp vốn, đầu tư dài hạn","- từ góp vốn, đầu tư dài hạn",51.050,2.082,51050.0,2082.0
"Thu nhập từ vốn góp vốn, mua cổ phần","Thu nhập từ vốn góp vốn, mua cổ phần","Thu nhập từ vốn góp vốn, mua cổ phần",51.950,2.082,51950.0,2082.0
