row_label_raw,row_label_full,col_0,31/12/2017triệu VND,31/12/2016(trình bày lại)triệu VND,numeric__31/12/2017triệu VND,numeric__31/12/2016(trình bày lại)triệu VND
Chi phí chờ phân bổ,Chi phí chờ phân bổ,Chi phí chờ phân bổ,362.112,182.979,362112.0,182979.0
Tải sản gán nợ chờ xử lý,Tải sản gán nợ chờ xử lý,Tải sản gán nợ chờ xử lý,1.428.242,1.278.693,1428242.0,1278693.0
Các khoản chờ thanh toán liên Ngân hàng,Các khoản chờ thanh toán liên Ngân hàng,Các khoản chờ thanh toán liên Ngân hàng,607.521,2.180.040,607521.0,2180040.0
Nợ cho vay chờ xử lý – Vinashin (*),Nợ cho vay chờ xử lý – Vinashin (*),Nợ cho vay chờ xử lý – Vinashin (*),828.584,948.583,828584.0,948583.0
Tải sản Có khác,Tải sản Có khác,Tải sản Có khác,142.022,144.029,142022.0,144029.0
,,,3.368.481,4.734.324,3368481.0,4734324.0
