row_label_raw,row_label_full,col_0,Số dư đầu kỳ,Phát sinh trong kỳ,Phát sinh trong kỳ_1,Số dư cuối kỳ,numeric__Số dư đầu kỳ,numeric__Phát sinh trong kỳ,numeric__Phát sinh trong kỳ_1,numeric__Số dư cuối kỳ
,,,Số dư đầu kỳ,Phát sinh tăng,Phát sinh giảm,Số dư cuối kỳ,,,,
Thuế GTGT đầu ra phải nộp,Thuế GTGT đầu ra phải nộp,Thuế GTGT đầu ra phải nộp,36.966,122.993,(118.904),41.055,36966.0,122993.0,-118904.0,41055.0
Thuế GTGT đầu vào được khấu trừ,Thuế GTGT đầu vào được khấu trừ,Thuế GTGT đầu vào được khấu trừ,29.007,32.116,(58.642),2.481,29007.0,32116.0,-58642.0,2481.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,35.288,343.415,(238.591),140.112,35288.0,343415.0,-238591.0,140112.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,13.377,19.197,(25.435),7.139,13377.0,19197.0,-25435.0,7139.0
,,,114.638,517.721,(441.572),190.787,114638.0,517721.0,-441572.0,190787.0
