row_label_raw,row_label_full,col_0,Thực tế phát sinh năm 2017,Thực tế phát sinh năm 2016,numeric__Thực tế phát sinh năm 2017,numeric__Thực tế phát sinh năm 2016
"I. Tổng số cán bộ, công nhân viên bình quân (người)","I. Tổng số cán bộ, công nhân viên bình quân (người)","I. Tổng số cán bộ, công nhân viên bình quân (người)",5.578,5.541,5578.0,5541.0
"II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)",1.289.657,1.184.947,1289657.0,1184947.0
Thu nhập bình quân/tháng (triệu VND/người/tháng),Thu nhập bình quân/tháng (triệu VND/người/tháng),Thu nhập bình quân/tháng (triệu VND/người/tháng),"19,27","17,82",19.27,17.82
