row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,31/12/2016,31/12/2016_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__31/12/2016,numeric__31/12/2016_1
,,,triệu VND,%,triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,7.636.926,"3,97",7.231.657,"4,61",7636926.0,3.97,7231657.0,4.61
Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,13.486.439,"7,00",12.412.504,"7,91",13486439.0,7.0,12412504.0,7.91
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,33.029.095,"17,15",24.770.966,"15,80",33029095.0,17.15,24770966.0,15.8
Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,Công ty cổ phần vốn Nhà nước,16.986.532,"8,82",15.120.292,"9,64",16986532.0,8.82,15120292.0,9.64
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,79.997.405,"41,54",64.896.844,"41,38",79997405.0,41.54,64896844.0,41.38
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,8.321,"0,01",7.614,"0,00",8321.0,0.01,7614.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.676.668,"0,87",1.565.104,"1,00",1676668.0,0.87,1565104.0,1.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,32.569,"0,02",59.215,"0,04",32569.0,0.02,59215.0,0.04
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,58.869,"0,03",64.345,"0,04",58869.0,0.03,64345.0,0.04
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",37.323.800,"19,38",28.916.777,"18,44",37323800.0,19.38,28916777.0,18.44
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,2.338.201,"1,21",1.778.859,"1,14",2338201.0,1.21,1778859.0,1.14
,,,192.574.825,"100,00",156.824.177,"100,00",192574825.0,100.0,156824177.0,100.0
