row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc,Miền Trung,Miền Nam,Đơn vị: triệu VND,numeric__Miền Bắc,numeric__Miền Trung,numeric__Miền Nam,numeric__Đơn vị: triệu VND
I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,,,,
Thu nhập lãi thuần,I. Kết quả kinh doanh bộ phận > Thu nhập lãi thuần,Thu nhập lãi thuần,3.081.164,486.679,906.459,4.474.302,3081164.0,486679.0,906459.0,4474302.0
Lãi/(lỗ) thuần từ hoạt động dịch vụ,I. Kết quả kinh doanh bộ phận > Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,1.357.029,2701,17.918,1.377.648,1357029.0,2701.0,17918.0,1377648.0
Lãi thuần từ hoạt động kinh doanh ngoại hồi,I. Kết quả kinh doanh bộ phận > Lãi thuần từ hoạt động kinh doanh ngoại hồi,Lãi thuần từ hoạt động kinh doanh ngoại hồi,33.019,1.672,8.928,43.619,33019.0,1672.0,8928.0,43619.0
Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,I. Kết quả kinh doanh bộ phận > Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,11.506,-,-,11.506,11506.0,,,11506.0
Lãi thuần từ mua bán chứng khoán đầu tư,I. Kết quả kinh doanh bộ phận > Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,(12.372),-,-,(12.372),-12372.0,,,-12372.0
Lãi/(lỗ) thuần từ hoạt động khác,I. Kết quả kinh doanh bộ phận > Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,135.224,165,7.863,143.252,135224.0,165.0,7863.0,143252.0
"Thu nhập từ góp vốn, mua cổ phần","I. Kết quả kinh doanh bộ phận > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",51.950,-,-,51.950,51950.0,,,51950.0
Chi phí hoạt động,I. Kết quả kinh doanh bộ phận > Chi phí hoạt động,Chi phí hoạt động,(2.064.908),(204.175),(472.159),(2.741.242),-2064908.0,-204175.0,-472159.0,-2741242.0
Lợi nhuận thuần từ hoạt động kinh doanh trước,Lợi nhuận thuần từ hoạt động kinh doanh trước,Lợi nhuận thuần từ hoạt động kinh doanh trước,Lợi nhuận thuần từ hoạt động kinh doanh trước,Lợi nhuận thuần từ hoạt động kinh doanh trước,Lợi nhuận thuần từ hoạt động kinh doanh trước,Lợi nhuận thuần từ hoạt động kinh doanh trước,,,,
chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước > chi phí dự phòng rủi ro tín dụng,chi phí dự phòng rủi ro tín dụng,2.592.612,287.042,469.009,3.348.663,2592612.0,287042.0,469009.0,3348663.0
Chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,(1.440.536),(33.500),(105.338),(1.579.374),-1440536.0,-33500.0,-105338.0,-1579374.0
Tổng lợi nhuận trước thuế,Lợi nhuận thuần từ hoạt động kinh doanh trước > Tổng lợi nhuận trước thuế,Tổng lợi nhuận trước thuế,1.152.076,253.542,363.671,1.769.289,1152076.0,253542.0,363671.0,1769289.0
II. Tài sản,II. Tài sản,II. Tài sản,II. Tài sản,II. Tài sản,II. Tài sản,II. Tài sản,,,,
"Tiền mặt, vàng","II. Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",1.014.222,118.504,263.960,1.396.686,1014222.0,118504.0,263960.0,1396686.0
Tiền gửi tại NHNN,II. Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,2.961.064,3.736,6.159,2.970.959,2961064.0,3736.0,6159.0,2970959.0
Tiền gửi và cho vay các TCTD khác,II. Tài sản > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,37.876.140,1.441,614,37.878.195,37876140.0,1441.0,614.0,37878195.0
Cho vay và ứng trước khách hàng,II. Tài sản > Cho vay và ứng trước khách hàng,Cho vay và ứng trước khách hàng,139.244.857,17.376.168,33.246.647,189.867.672,139244857.0,17376168.0,33246647.0,189867672.0
Đầu tư tài chính,II. Tài sản > Đầu tư tài chính,Đầu tư tài chính,24.782.437,-,-,24.782.437,24782437.0,,,24782437.0
Tài sản cố định,II. Tài sản > Tài sản cố định,Tài sản cố định,3.886.970,15.405,28.600,3.930.975,3886970.0,15405.0,28600.0,3930975.0
Tài sản khác,II. Tài sản > Tài sản khác,Tài sản khác,23.520.062,228.476,1.771.414,25.519.952,23520062.0,228476.0,1771414.0,25519952.0
Tổng tài sản,II. Tài sản > Tổng tài sản,Tổng tài sản,233.285.752,17.743.730,35.317.394,286.346.876,233285752.0,17743730.0,35317394.0,286346876.0
III. Nợ phải trả,III. Nợ phải trả,III. Nợ phải trả,III. Nợ phải trả,III. Nợ phải trả,III. Nợ phải trả,III. Nợ phải trả,,,,
Tiền gửi và vay các TCTD khác,III. Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,56.026.934,543,38,56.027.515,56026934.0,543.0,38.0,56027515.0
Tiền gửi khách hàng,III. Nợ phải trả > Tiền gửi khách hàng,Tiền gửi khách hàng,146.088.708,13.740.270,34.382.130,194.211.108,146088708.0,13740270.0,34382130.0,194211108.0
Huy động khác,III. Nợ phải trả > Huy động khác,Huy động khác,14.355.681,2.654.299,21.450,17.031.430,14355681.0,2654299.0,21450.0,17031430.0
