row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017,Giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Tài sản triệu VND > Tại ngày 31 tháng 12 năm 2017,Giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trả triệu VND > Tại ngày 31 tháng 12 năm 2017,Giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Giá trị ròng triệu VND > Tại ngày 31 tháng 12 năm 2017,numeric__Giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Tài sản triệu VND > Tại ngày 31 tháng 12 năm 2017,numeric__Giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trả triệu VND > Tại ngày 31 tháng 12 năm 2017,numeric__Giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Giá trị ròng triệu VND > Tại ngày 31 tháng 12 năm 2017
Công cụ TC phải sinh tiền tệ,Công cụ TC phải sinh tiền tệ,Công cụ TC phải sinh tiền tệ,456.742,(321.846),134.896,456742.0,-321846.0,134896.0
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,31.290,(28.974),2.316,31290.0,-28974.0,2316.0
Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,425.452,(292.872),132.580,425452.0,-292872.0,132580.0
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,,,
Công cụ TC phải sinh tiền tệ,Tại ngày 31 tháng 12 năm 2016 > Công cụ TC phải sinh tiền tệ,Công cụ TC phải sinh tiền tệ,1.044.514,(998.671),45.843,1044514.0,-998671.0,45843.0
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2016 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,878.539,(865.115),13.424,878539.0,-865115.0,13424.0
Giao dịch hoán đối kỳ hạn,Tại ngày 31 tháng 12 năm 2016 > Giao dịch hoán đối kỳ hạn,Giao dịch hoán đối kỳ hạn,165.975,(133.556),32.419,165975.0,-133556.0,32419.0
