row_label_raw,row_label_full,col_0,Dự phòngcu thểtriệu VND,Dự phòngchungtriệu VND,Tổng cộngtriệu VND,numeric__Dự phòngcu thểtriệu VND,numeric__Dự phòngchungtriệu VND,numeric__Tổng cộngtriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,672.475,1.018.726,1.691.201,672475.0,1018726.0,1691201.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,838.663,392.614,1.231.277,838663.0,392614.0,1231277.0
Số dư phòng đã sử dụng để xử lý rủi ro trong năm,Số dư phòng đã sử dụng để xử lý rủi ro trong năm,Số dư phòng đã sử dụng để xử lý rủi ro trong năm,(215.325),-,(215.325),-215325.0,,-215325.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.295.813,1.411.340,2.707.153,1295813.0,1411340.0,2707153.0
