row_label_raw,row_label_full,col_0,Giá trị số sách(triệu VND) > 31/12/2017,Giá trị số sách(triệu VND) > 31/12/2016,numeric__Giá trị số sách(triệu VND) > 31/12/2017,numeric__Giá trị số sách(triệu VND) > 31/12/2016
Bất động sản,Bất động sản,Bất động sản,179.099.197,142.241.371,179099197.0,142241371.0
Động sản,Động sản,Động sản,44.415.367,41.863.201,44415367.0,41863201.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,25.200.410,18.331.934,25200410.0,18331934.0
Tài sản khác,Tài sản khác,Tài sản khác,228.033.910,174.782.498,228033910.0,174782498.0
,,,476.748.884,377.219.004,476748884.0,377219004.0
