row_label_raw,row_label_full,STT,Tên công ty,Giấy phép đăng ký kinh doanh,Lĩnh vực hoạt động,Tỷ lệ % sở hữu của NH,numeric__Tên công ty,numeric__Giấy phép đăng ký kinh doanh,numeric__Lĩnh vực hoạt động,numeric__Tỷ lệ % sở hữu của NH
1,1,1,Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sảnNH TMCP Sài Gòn – Hà Nội (SHB AMC),0104006217 ngày 10 tháng 12 năm 2009 của Sở Kế hoạch & Đầu tư Hà Nội,Quản lý và khai thác tài sản,100%,,,,1.0
2,2,2,Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (SHBFC),77/GP-NHNN ngày 12 tháng 12 năm 2016 của Ngân hàng Nhà nước Việt Nam,Tài chính/ Ngân hàng,100%,,,,1.0
3,3,3,Ngân hàng TNHH MTV Sài Gòn – Hà Nội Lào (SHB Lào),911/CBĐKKD ngày 30 tháng 12 năm 2015 của Bộ Công thương Lào,Tài chính/ Ngân hàng,100%,,,,1.0
4,4,4,Ngân hàng TNHH MTV Sài Gòn – Hà Nội Campuchia (SHB Campuchia),B 35 ngày 31 tháng 10 năm 2016 của Ngân hàng Nhà nước Campuchia,Tài chính/ Ngân hàng,100%,,,,1.0
