row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Số có khả năngtrả nợVND,01/01/2016 > Giá trịVND,01/01/2016 > Số có khả năng trả nợVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khả năngtrả nợVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Số có khả năng trả nợVND
Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư,,,,
- Công ty Cổ phần Tập đoàn Thế kỳ,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Công ty Cổ phần Tập đoàn Thế kỳ,- Công ty Cổ phần Tập đoàn Thế kỳ,-,-,8.542.251.326,8.542.251.326,,,8542251326.0,8542251326.0
- Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,-,-,28.931.612.999,28.931.612.999,,,28931612999.0,28931612999.0
- Công ty Cổ phần Bất động sản Cen Sài Gòn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,-,-,18.282.206.707,18.282.206.707,,,18282206707.0,18282206707.0
- Công ty Cổ phần Dịch vụ Bất động sản Ngôi sao Toàn Cầu,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Công ty Cổ phần Dịch vụ Bất động sản Ngôi sao Toàn Cầu,- Công ty Cổ phần Dịch vụ Bất động sản Ngôi sao Toàn Cầu,19.099.820.394,19.099.820.394,9.777.612.655,9.777.612.655,19099820394.0,19099820394.0,9777612655.0,9777612655.0
- Công ty Cổ phần Nhà rè 24H,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Công ty Cổ phần Nhà rè 24H,- Công ty Cổ phần Nhà rè 24H,1.203.116.939,1.203.116.939,-,-,1203116939.0,1203116939.0,,
"- Công ty Cổ phần Ủy thác Đầu tư, Quản lý tài sản","Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Công ty Cổ phần Ủy thác Đầu tư, Quản lý tài sản","- Công ty Cổ phần Ủy thác Đầu tư, Quản lý tài sản",1.663.964.392,1.663.964.392,-,-,1663964392.0,1663964392.0,,
- Phải trả các đối tượng khác,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,3.525.831.586,3.525.831.586,20.767.492.320,20.767.492.320,3525831586.0,3525831586.0,20767492320.0,20767492320.0
,,,25.492.733.311,25.492.733.311,86.301.176.007,86.301.176.007,25492733311.0,25492733311.0,86301176007.0,86301176007.0
d) Phải trả người bán là các bên liên quan,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư > d) Phải trả người bán là các bên liên quan,d) Phải trả người bán là các bên liên quan,19.099.820.394,19.099.820.394,8.542.251.326,8.542.251.326,19099820394.0,19099820394.0,8542251326.0,8542251326.0
