row_label_raw,row_label_full,col_0,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
,,,VND,VND,,
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,41.204.525,126.576.720,41204525.0,126576720.0
- Bảo hiểm xã hội,- Bảo hiểm xã hội,- Bảo hiểm xã hội,28.686.700,44.249.142,28686700.0,44249142.0
"- Nhận ký quỹ, ký cược ngắn hạn","- Nhận ký quỹ, ký cược ngắn hạn","- Nhận ký quỹ, ký cược ngắn hạn",116.751.600,138.626.600,116751600.0,138626600.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",15.407.189.834,31.084.339.892,15407189834.0,31084339892.0
+ Phải trả thuế TNCN thu thừa của CBCNV,+ Phải trả thuế TNCN thu thừa của CBCNV,+ Phải trả thuế TNCN thu thừa của CBCNV,6.251.230.425,7.579.078.692,6251230425.0,7579078692.0
+ Phải trả Công ty Cổ phần Tập đoàn thế ký về khoản đặt cọc cho dự án Hải Phát,+ Phải trả Công ty Cổ phần Tập đoàn thế ký về khoản đặt cọc cho dự án Hải Phát,+ Phải trả Công ty Cổ phần Tập đoàn thế ký về khoản đặt cọc cho dự án Hải Phát,-,23.501.411.200,,23501411200.0
+ Phải trả lãi vay,+ Phải trả lãi vay,+ Phải trả lãi vay,9.004.195.000,-,9004195000.0,
"+ Các khoản phải trả, phải nộp khác","+ Các khoản phải trả, phải nộp khác","+ Các khoản phải trả, phải nộp khác",151.764.409,3.850.000,151764409.0,3850000.0
,,,15.593.832.659,31.393.792.354,15593832659.0,31393792354.0
