row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,"1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",,704.671.448.297,381.407.581.686,,,704671448297.0,381407581686.0
02,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,,(362.132.306.915),(123.642.839.649),,,-362132306915.0,-123642839649.0
03,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,3. Tiền chi trả cho người lao động,,(181.336.183.246),(156.972.173.591),,,-181336183246.0,-156972173591.0
04,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,4. Tiền lãi vay đã trả,,(38.899.215),(42.548.183),,,-38899215.0,-42548183.0
05,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,5. Thuế thu nhập doanh nghiệp đã nộp,,(18.380.992.080),(15.013.827.243),,,-18380992080.0,-15013827243.0
06,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,6. Tiền thu khác từ hoạt động kinh doanh,,290.766.868.870,48.500.622.000,,,290766868870.0,48500622000.0
07,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,7. Tiền chi khác cho hoạt động kinh doanh,,(971.075.536.327),(50.109.582.383),,,-971075536327.0,-50109582383.0
20,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(537.525.600.616),84.127.232.637,,,-537525600616.0,84127232637.0
II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(4.639.970.556),11.746.257,,,-4639970556.0,11746257.0
24,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24,24,"2. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,-,26.000.000.000,,,,26000000000.0
25,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 25,25,3. Tiền chi đầu tư góp vốn vào đơn vị khác,,(24.000.000.000),-,,,-24000000000.0,
27,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27,27,"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,84.646.323,78.359.014,,,84646323.0,78359014.0
30,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(28.555.324.233),26.090.105.271,,,-28555324233.0,26090105271.0
III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,-,120.000.000.000,,,,120000000000.0
33,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,2. Tiền thu từ đi vay,,462.525.000.000,77.232.000.000,,,462525000000.0,77232000000.0
34,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,3. Tiền trả nợ gốc vay,,(210.205.219.000),(171.110.000),,,-210205219000.0,-171110000.0
40,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,252.319.781.000,197.060.890.000,,,252319781000.0,197060890000.0
50,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,(313.761.143.849),307.278.227.908,,,-313761143849.0,307278227908.0
60,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,,323.851.714.244,16.573.486.336,,,323851714244.0,16573486336.0
70,III. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,10.090.570.395,323.851.714.244,,3.0,10090570395.0,323851714244.0
Vũ Thị Xuân Giang,Vũ Thị Xuân Giang,Vũ Thị Xuân Giang,Vũ Thị Xuân Giang,,Nguyễn Thọ Tuyên,,,,,
Người lập biểu,Người lập biểu,Người lập biểu,Kế toán trường,,Tổng Giám đốc,,,,,
