row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,19,601.492.106.515,467.511.982.389,,19.0,601492106515.0,467511982389.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,601.492.106.515,467.511.982.389,,,601492106515.0,467511982389.0
11,02 > 11,11,4. Giá vốn hàng bán,20,328.901.676.364,289.290.724.061,,20.0,328901676364.0,289290724061.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,272.590.430.151,178.221.258.328,,,272590430151.0,178221258328.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,21,539.656.099,78.359.014,,21.0,539656099.0,78359014.0
22,02 > 22,22,7. Chi phí tài chính,22,9.043.094.215,42.548.183,,22.0,9043094215.0,42548183.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,9.043.094.215,42.548.183,,,9043094215.0,42548183.0
25,02 > 25,25,8. Chi phí bán hàng,23,16.054.010.470,-,,23.0,16054010470.0,
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,24,83.476.865.077,92.674.038.496,,24.0,83476865077.0,92674038496.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,164.556.116.488,85.583.030.663,,,164556116488.0,85583030663.0
31,02 > 31,31,11. Thu nhập khác,25,349.820.465,150.255.123,,25.0,349820465.0,150255123.0
32,02 > 32,32,12. Chi phí khác,26,3.268.901.426,740.480.721,,26.0,3268901426.0,740480721.0
40,02 > 40,40,13. Lợi nhuận khác,,(2.919.080.961),(590.225.598),,,-2919080961.0,-590225598.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,161.637.035.527,84.992.805.065,,,161637035527.0,84992805065.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,27,32.645.086.635,19.940.180.379,,27.0,32645086635.0,19940180379.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,128.991.948.892,65.052.624.686,,,128991948892.0,65052624686.0
70,52 > 70,70,18. Lãi cơ bản trên cổ phiếu,28,9.922,62.343,,28.0,9922.0,62343.0
