row_label_raw,row_label_full,col_0,Tỷ lệ(%),31/12/2016VND,Tỷ lệ(%)_1,01/01/2016VND,numeric__Tỷ lệ(%),numeric__31/12/2016VND,numeric__Tỷ lệ(%)_1,numeric__01/01/2016VND
Vốn góp của Công ty Cổ phần Tập đoàn Thế kỳ,Vốn góp của Công ty Cổ phần Tập đoàn Thế kỳ,Vốn góp của Công ty Cổ phần Tập đoàn Thế kỳ,"81,16%",105.505.000.000,"75,82%",98.560.000.000,0.8116,105505000000.0,0.7582,98560000000.0
Vốn góp của cổ đông Trần Thị Thanh Bình,Vốn góp của cổ đông Trần Thị Thanh Bình,Vốn góp của cổ đông Trần Thị Thanh Bình,"0,15%",200.000.000,"23,49%",30.540.000.000,0.0015,200000000.0,0.2349,30540000000.0
Vốn góp của cổ đông khác,Vốn góp của cổ đông khác,Vốn góp của cổ đông khác,"18,69%",24.295.000.000,"0,69%",900.000.000,0.1869,24295000000.0,0.0069,900000000.0
,,,100%,130.000.000.000,100%,130.000.000.000,1.0,130000000000.0,1.0,130000000000.0
