row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2016,Năm 2015,numeric__Môi quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,Môi quan hệ,VND,VND,,,
Doanh thu môi giới bắt động sản,Doanh thu môi giới bắt động sản,Doanh thu môi giới bắt động sản,,225.561.304.837,190.734.653.756,,225561304837.0,190734653756.0
Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty mẹ,62.483.039.980,190.734.653.756,,62483039980.0,190734653756.0
Công ty Cổ phần Bất động sản Ngôi sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi sao Toàn Cầu,Công ty con,13.812.297.033,-,,13812297033.0,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Cùng chủ sở hữu,149.265.967.824,-,,149265967824.0,
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,,9.092.669.271,8.910.343.144,,9092669271.0,8910343144.0
Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty mẹ,8.670.641.089,8.910.343.144,,8670641089.0,8910343144.0
Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty con,422.028.182,,,422028182.0,
Chi phí khác,Chi phí khác,Chi phí khác,,1.000.000.000,-,,1000000000.0,
Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty mẹ,1.000.000.000,-,,1000000000.0,
Phí truyền thông và tổ chức sự kiện,Phí truyền thông và tổ chức sự kiện,Phí truyền thông và tổ chức sự kiện,,49.291.833.894,-,,49291833894.0,
Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty con,49.291.833.894,-,,49291833894.0,
Mua hàng hóa,Mua hàng hóa,Mua hàng hóa,,540.000.000,-,,540000000.0,
Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty con,540.000.000,-,,540000000.0,
Chi phí môi giới bắt động sản,Chi phí môi giới bắt động sản,Chi phí môi giới bắt động sản,,43.035.414.148,-,,43035414148.0,
Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty con,43.035.414.148,-,,43035414148.0,
