row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Dự phòngVND,01/01/2016 > Giá trịVND,01/01/2016 > Dự phòngVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Dự phòngVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",-,-,1.790.000.000,-,,,1790000000.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,20.195.984.994,-,12.535.048.489,-,20195984994.0,,12535048489.0,
+ Phải thu dự án Lê Thành,a) Ngắn hạn > + Phải thu dự án Lê Thành,+ Phải thu dự án Lê Thành,991.142.282,-,5.197.652.282,-,991142282.0,,5197652282.0,
+ Phải thu dự án Gia Phú,a) Ngắn hạn > + Phải thu dự án Gia Phú,+ Phải thu dự án Gia Phú,5.391.000.324,(5.391.000.324),5.391.000.324,(5.391.000.324),5391000324.0,-5391000324.0,5391000324.0,-5391000324.0
+ Phải thu Công ty Cổ phần Bắt động sản Cen Sài Gòn tiền vay,a) Ngắn hạn > + Phải thu Công ty Cổ phần Bắt động sản Cen Sài Gòn tiền vay,+ Phải thu Công ty Cổ phần Bắt động sản Cen Sài Gòn tiền vay,-,-,1.510.130.756,-,,,1510130756.0,
+ Phải thu tiền thuế GTGT đầu ra do ghi nhận doanh thu và thuế GTGT nhưng chưa xuất hóa đơn,a) Ngắn hạn > + Phải thu tiền thuế GTGT đầu ra do ghi nhận doanh thu và thuế GTGT nhưng chưa xuất hóa đơn,+ Phải thu tiền thuế GTGT đầu ra do ghi nhận doanh thu và thuế GTGT nhưng chưa xuất hóa đơn,13.429.542.388,-,-,-,13429542388.0,,,
+ Phải thu khác,a) Ngắn hạn > + Phải thu khác,+ Phải thu khác,384.300.000,-,436.265.127,-,384300000.0,,436265127.0,
,,,20.195.984.994,(5.391.000.324),14.325.048.489,(5.391.000.324),20195984994.0,-5391000324.0,14325048489.0,-5391000324.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Phải thu về hợp tác kinh doanh (*),b) Dài hạn > - Phải thu về hợp tác kinh doanh (*),- Phải thu về hợp tác kinh doanh (*),201.143.650.000,-,-,-,201143650000.0,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",450.827.342.058,-,2.421.520.000,-,450827342058.0,,2421520000.0,
+ Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ - Tiền đảm bảo làm tổng đại lý phân phối các dự án,b) Dài hạn > + Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ - Tiền đảm bảo làm tổng đại lý phân phối các dự án,+ Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ - Tiền đảm bảo làm tổng đại lý phân phối các dự án,282.000.000.000,-,-,-,282000000000.0,,,
+ Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội - Geleximco- Tiền đảm bảo làm tổng đại lý phân phối dự án An Bình,b) Dài hạn > + Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội - Geleximco- Tiền đảm bảo làm tổng đại lý phân phối dự án An Bình,+ Công ty Cổ phần Xuất nhập khẩu Tổng hợp Hà Nội - Geleximco- Tiền đảm bảo làm tổng đại lý phân phối dự án An Bình,66.820.000.000,-,-,-,66820000000.0,,,
"+ Ký cược, ký quỹ khác","b) Dài hạn > + Ký cược, ký quỹ khác","+ Ký cược, ký quỹ khác",102.007.342.058,-,2.421.520.000,-,102007342058.0,,2421520000.0,
,,,651.970.992.058,-,2.421.520.000,-,651970992058.0,,2421520000.0,
