row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Thuế TNDN tạm tính cho các khoản thanh toán trước tiền mua căn hộ, biệt thư của khách hàng","Ngắn hạn > Thuế TNDN tạm tính cho các khoản thanh toán trước tiền mua căn hộ, biệt thư của khách hàng","Thuế TNDN tạm tính cho các khoản thanh toán trước tiền mua căn hộ, biệt thư của khách hàng",2.782.826.890,3.519.138.886,2782826890.0,3519138886.0
Chi phí bán hàng liên quan đến các căn hộ chưa bàn giao,Ngắn hạn > Chi phí bán hàng liên quan đến các căn hộ chưa bàn giao,Chi phí bán hàng liên quan đến các căn hộ chưa bàn giao,1.733.045.609,12.000.258.782,1733045609.0,12000258782.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",1.961.199.529,2.254.166.735,1961199529.0,2254166735.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,6.477.072.028,17.773.564.403,6477072028.0,17773564403.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",9.524.849.372,8.639.416.518,9524849372.0,8639416518.0
Chi phí sửa chữa lớn,Dài hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,7.050.694.637,10.480.288.993,7050694637.0,10480288993.0
Chi phí bảo trì phần mềm trả trước,Dài hạn > Chi phí bảo trì phần mềm trả trước,Chi phí bảo trì phần mềm trả trước,957.499.996,2.234.166.665,957499996.0,2234166665.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,17.533.044.005,21.353.872.176,17533044005.0,21353872176.0
