row_label_raw,row_label_full,Nội dung,Năm 2020 > Trước kiểm toán,Năm 2020 > Báo cáo kiểm toán,Năm 2020 > Tỷ lệ %,Năm 2019 > Báo cáo kiểm toán,Tỷ lệ %,numeric__Năm 2020 > Trước kiểm toán,numeric__Năm 2020 > Báo cáo kiểm toán,numeric__Năm 2020 > Tỷ lệ %,numeric__Năm 2019 > Báo cáo kiểm toán,numeric__Tỷ lệ %
1,1,1,2,3,4=3/2,5,6=3/5,2.0,3.0,,5.0,
Báo cáo tài chính riêng,Báo cáo tài chính riêng,Báo cáo tài chính riêng,334.936,338.206,"0,98",306.331,"10,41",334936.0,338206.0,0.98,306331.0,10.41
Báo cáo tài chính hợp nhất,Báo cáo tài chính hợp nhất,Báo cáo tài chính hợp nhất,293.579,97.611,"(66,75)",452.967,"(78,45)",293579.0,97611.0,-66.75,452967.0,-78.45
Trong đó :Lợi nhuận sau thuế của Công ty Mệ,Trong đó :Lợi nhuận sau thuế của Công ty Mệ,Trong đó :Lợi nhuận sau thuế của Công ty Mệ,281.459,92.293,"(67,21)",446.702,"(79,34)",281459.0,92293.0,-67.21,446702.0,-79.34
