row_label_raw,row_label_full,số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,3.757.583.714.943,3.836.841.692.723,,,3757583714943.0,3836841692723.0
310,310,310,I. Nợ ngắn hạn,,2.557.753.904.340,2.298.780.887.031,,,2557753904340.0,2298780887031.0
311,311,311,1. Phải trả người bán ngắn hạn,19.1,505.049.404.642,404.068.684.322,,191.0,505049404642.0,404068684322.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19.2,65.956.710.864,293.988.199.037,,192.0,65956710864.0,293988199037.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,143.487.717.979,212.135.727.563,,20.0,143487717979.0,212135727563.0
314,314,314,4. Phải trả người lao động,21,22.313.356.207,17.138.534.163,,21.0,22313356207.0,17138534163.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,157.315.648.093,317.195.044.058,,21.0,157315648093.0,317195044058.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,13.823.465.534,9.748.964.415,,22.0,13823465534.0,9748964415.0
319,319,319,7. Phải trả ngắn hạn khác,23,146.429.974.290,154.442.142.283,,23.0,146429974290.0,154442142283.0
320,320,320,8. Vay ngắn hạn,24,1.472.170.219.171,868.945.426.355,,24.0,1472170219171.0,868945426355.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",25,31.207.407.560,21.118.164.835,,25.0,31207407560.0,21118164835.0
330,330,330,II. Nợ dài hạn,,1.199.829.810.603,1.538.060.805.692,,,1199829810603.0,1538060805692.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,22,4.342.659.144,-,,22.0,4342659144.0,
337,337,337,2. Phải trả dài hạn khác,23,223.442.610.180,391.834.574.677,,23.0,223442610180.0,391834574677.0
338,338,338,3. Vay dài hạn,24,968.054.096.769,1.142.699.647.825,,24.0,968054096769.0,1142699647825.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,34.2,3.990.444.510,3.526.583.190,,342.0,3990444510.0,3526583190.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.620.943.370.992,2.992.799.766.652,,,3620943370992.0,2992799766652.0
410,410,410,I. Vốn chủ sở hữu,26,3.620.943.370.992,2.992.799.766.652,,26.0,3620943370992.0,2992799766652.0
411,411,411,1. Vốn cổ phần,,2.644.945.820.000,1.999.963.050.000,,,2644945820000.0,1999963050000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.644.945.820.000,1.999.963.050.000,,,2644945820000.0,1999963050000.0
412,412,412,2. Thặng dư vốn cổ phần,,60.986.800.000,60.986.800.000,,,60986800000.0,60986800000.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,580.012.025,-,,,580012025.0,
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,516.430.308.503,893.787.588.711,,,516430308503.0,893787588711.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,430.535.271.688,489.669.354.221,,,430535271688.0,489669354221.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,85.895.036.815,404.118.234.490,,,85895036815.0,404118234490.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,27,398.000.430.464,38.062.327.941,,27.0,398000430464.0,38062327941.0
430,430,430,TỔNG CỘNG NGUỒN VỐN,,7.378.527.085.935,6.829.641.459.375,,,7378527085935.0,6829641459375.0
