row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,1.329.627.915.814,3.431.936.907.385,,281.0,1329627915814.0,3431936907385.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,-,-,,281.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,1.329.627.915.814,3.431.936.907.385,,281.0,1329627915814.0,3431936907385.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(990.130.932.451),(2.920.546.951.023),,29.0,-990130932451.0,-2920546951023.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,339.496.983.363,511.389.956.362,,,339496983363.0,511389956362.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,147.986.222.500,475.946.381.098,,282.0,147986222500.0,475946381098.0
22,22,22,7. Chi phí tài chính,30,(214.734.429.599),(130.867.040.443),,30.0,-214734429599.0,-130867040443.0
23,23,23,Trong đó: Chi phí lãi vay,,(194.625.426.154),(114.252.650.136),,,-194625426154.0,-114252650136.0
24,24,24,"8. Phần (lỗ)/lãi trong công ty liên danh, liên kết",18.1,(889.206.465),1.004.201.962,,181.0,-889206465.0,1004201962.0
25,25,25,9. Chi phí bán hàng,31,(25.942.221.748),(84.569.782.163),,31.0,-25942221748.0,-84569782163.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(117.773.299.352),(144.572.990.269),,31.0,-117773299352.0,-144572990269.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,128.144.048.699,628.330.726.547,,,128144048699.0,628330726547.0
31,31,31,12. Thu nhập khác,32,29.262.106.318,8.251.284.731,,32.0,29262106318.0,8251284731.0
32,32,32,13. Chi phí khác,32,(12.740.508.007),(4.063.341.564),,32.0,-12740508007.0,-4063341564.0
40,40,40,14. Lợi nhuận khác,32,16.521.598.311,4.187.943.167,,32.0,16521598311.0,4187943167.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,144.665.647.010,632.518.669.714,,,144665647010.0,632518669714.0
51,51,51,16. Chi phí thuế TNDN hiện hành,34.1,(45.670.868.799),(185.206.531.271),,341.0,-45670868799.0,-185206531271.0
52,52,52,17. (Chi phí)/thu nhập thuế TNDN hoãn lại,34.2,(1.383.299.000),5.655.119.289,,342.0,-1383299000.0,5655119289.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,97.611.479.211,452.967.257.732,,,97611479211.0,452967257732.0
