row_label_raw,row_label_full,Phải nộp,Số đầu năm,Số phải nộp trong năm,Số đã nộp/cán trừ trong năm,Đơn vị tính: VND,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp/cán trừ trong năm,numeric__Đơn vị tính: VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,155.728.079.475,100.191.273.665,151.894.163.137,104.025.190.003,155728079475.0,100191273665.0,151894163137.0,104025190003.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,50.948.274.756,126.559.975.319,150.932.597.714,26.575.652.361,50948274756.0,126559975319.0,150932597714.0,26575652361.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.459.373.332,24.672.150.052,20.048.630.391,10.082.892.993,5459373332.0,24672150052.0,20048630391.0,10082892993.0
Tiền đất phải nộp Nhà nước,Tiền đất phải nộp Nhà nước,Tiền đất phải nộp Nhà nước,-,317.671.309.400,317.671.309.400,-,,317671309400.0,317671309400.0,
Các khoản phải nộp Nhà nước khác,Các khoản phải nộp Nhà nước khác,Các khoản phải nộp Nhà nước khác,-,10.141.980.397,7.337.997.775,2.803.982.622,,10141980397.0,7337997775.0,2803982622.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,212.135.727.563,579.236.688.834,647.884.698.418,143.487.717.979,212135727563.0,579236688834.0,647884698418.0,143487717979.0
