row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn khác (Thuyết minh số 9),Mối quan hệ > Phải thu ngắn hạn khác (Thuyết minh số 9),Nội dung nghiệp vụ > Phải thu ngắn hạn khác (Thuyết minh số 9),Số cuối năm > Phải thu ngắn hạn khác (Thuyết minh số 9),Số đầu năm > Phải thu ngắn hạn khác (Thuyết minh số 9),numeric__Mối quan hệ > Phải thu ngắn hạn khác (Thuyết minh số 9),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn khác (Thuyết minh số 9),numeric__Số cuối năm > Phải thu ngắn hạn khác (Thuyết minh số 9),numeric__Số đầu năm > Phải thu ngắn hạn khác (Thuyết minh số 9)
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty liên quan của thành viên HĐQT,Phải thu theo biên bản thỏa thuận Lãi phải thu,-,16.355.465.698,,,,16355465698.0
Công ty Đại Đông Á,Công ty Đại Đông Á,Công ty Đại Đông Á,Công ty liên quan của thành viên HĐQT,Đặt cọc cho mục đích môi giới bất động sản,949.666.667,95.666.667,,,949666667.0,95666667.0
Công ty HP Land,Công ty HP Land,Công ty HP Land,Công ty có chung thành viên quản lý chủ chốt với công ty con,Phải thu khoản chỉ hộ,-,8.111.346.666,,,,8111346666.0
Công ty và cá nhân khác,Công ty và cá nhân khác,Công ty và cá nhân khác,Bên liên quan,Phải thu khác,904.600.000,57.158.100,,,904600000.0,57158100.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,1.854.266.667,1.200.000.000,,,1854266667.0,1200000000.0
