row_label_raw,row_label_full,col_0,Số đầu năm,Số phải thu trong năm,Số cán trừ trong năm,Đơn vị tính: VND,numeric__Số đầu năm,numeric__Số phải thu trong năm,numeric__Số cán trừ trong năm,numeric__Đơn vị tính: VND
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,90.602.311.391,4.351.446.421,6.434.491.951,88.519.265.861,90602311391.0,4351446421.0,6434491951.0,88519265861.0
Thuế thu nhập doanh nghiệp,Phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,609.582.469,-,609.582.469,,609582469.0,,609582469.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,90.602.311.391,4.961.028.890,6.434.491.951,89.128.848.330,90602311391.0,4961028890.0,6434491951.0,89128848330.0
