row_label_raw,row_label_full,col_0,Tại ngày1.1.2022VND,TăngVND,GiảmVND,Chênh lệchty giáVND,Tại ngày31.12.2022VND,numeric__Tại ngày1.1.2022VND,numeric__TăngVND,numeric__GiảmVND,numeric__Chênh lệchty giáVND,numeric__Tại ngày31.12.2022VND
Vay ngắn hạn ngân hàng (*),Vay ngắn hạn ngân hàng (*),Vay ngắn hạn ngân hàng (*),8.830.691.445.719,11.276.674.453.680,(15.645.236.839.024),(12.110.197.947),4.450.018.862.428,8830691445719.0,11276674453680.0,-15645236839024.0,-12110197947.0,4450018862428.0
Nợ dài hạn ngân hàng đến hạn trả (**),Nợ dài hạn ngân hàng đến hạn trả (**),Nợ dài hạn ngân hàng đến hạn trả (**),241.923.838.192,683.383.905.289,(241.923.838.192),-,683.383.905.289,241923838192.0,683383905289.0,-241923838192.0,,683383905289.0
Vay ngắn hạn bên liên quan(Thuyết minh 33(b)) (*),Vay ngắn hạn bên liên quan(Thuyết minh 33(b)) (*),Vay ngắn hạn bên liên quan(Thuyết minh 33(b)) (*),-,86.929.704.900,(4.613.245.964),-,82.316.458.936,,86929704900.0,-4613245964.0,,82316458936.0
,,,9.072.615.283.911,12.046.988.063.869,(15.891.773.923.180),(12.110.197.947),5.215.719.226.653,9072615283911.0,12046988063869.0,-15891773923180.0,-12110197947.0,5215719226653.0
