row_label_raw,row_label_full,21,"Tiền chi để mua sắm, xây dựng TSCĐ",(1.732.328.188.446),(1.229.440.883.201),"numeric__Tiền chi để mua sắm, xây dựng TSCĐ",numeric__(1.732.328.188.446),numeric__(1.229.440.883.201)
22,22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",694.182.774,972.727.280,,694182774.0,972727280.0
23,23,23,Tiền chi cho vay,(24.240.906.706.753),(21.306.344.994.856),,-24240906706753.0,-21306344994856.0
24,24,24,Tiền thu hồi cho vay,28.772.288.529.012,16.983.239.248.434,,28772288529012.0,16983239248434.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,(15.000.000.000),(15.000.000.000),,-15000000000.0,-15000000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",831.189.680.460,521.922.452.740,,831189680460.0,521922452740.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,3.615.937.497.047,(5.044.651.449.603),,3615937497047.0,-5044651449603.0
