row_label_raw,row_label_full,Ông Hoàng Nam Tiến,Chủ tịch,numeric__Chủ tịch
Ông Trương Gia Bình,Ông Trương Gia Bình,Ông Trương Gia Bình,Thành viên,
Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Thành viên,
Bà Chu Thị Thanh Hà,Bà Chu Thị Thanh Hà,Bà Chu Thị Thanh Hà,Thành viên,
Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Thành viên,
Ông Nguyễn Hoàng Quyền,Ông Nguyễn Hoàng Quyền,Ông Nguyễn Hoàng Quyền,Thành viên(từ ngày 20 tháng 4 năm 2022),
Ông Phạm Công Minh,Ông Phạm Công Minh,Ông Phạm Công Minh,Thành viên(cho đến ngày 20 tháng 4 năm 2022),
