row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,11.652.111.828.673,10.239.859.657.536,,,11652111828673.0,10239859657536.0
02,02,02,Các khoản giảm trừ doanh thu,,85.852.395,926.270.474,,,85852395.0,926270474.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),24,11.652.025.976.278,10.238.933.387.062,,24.0,11652025976278.0,10238933387062.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,5.953.361.384.007,5.222.748.517.411,,25.0,5953361384007.0,5222748517411.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,5.698.664.592.271,5.016.184.869.651,,,5698664592271.0,5016184869651.0
21,21,21,Doanh thu hoạt động tài chính,26,886.479.318.166,685.763.195.626,,26.0,886479318166.0,685763195626.0
22,22,22,Chi phí tài chính,27,474.163.419.936,292.398.148.247,,27.0,474163419936.0,292398148247.0
23,23,23,- Trong đó: Chi phí lãi vay,,371.427.394.591,220.614.607.102,,,371427394591.0,220614607102.0
25,25,25,Chi phí bán hàng,28,1.668.544.841.091,1.505.525.901.918,,28.0,1668544841091.0,1505525901918.0
26,26,26,Chi phí quản lý doanh nghiệp,29,1.920.181.395.484,1.620.742.349.761,,29.0,1920181395484.0,1620742349761.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,2.522.254.253.926,2.283.281.665.351,,,2522254253926.0,2283281665351.0
31,31,31,Thu nhập khác,,8.193.181.917,16.227.229.209,,,8193181917.0,16227229209.0
32,32,32,Chi phí khác,,30.560.355.343,14.122.534.574,,,30560355343.0,14122534574.0
40,40,40,(Lỗ)/lợi nhuận khác (40 = 31 - 32),,(22.367.173.426),2.104.694.635,,,-22367173426.0,2104694635.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,2.499.887.080.500,2.285.386.359.986,,,2499887080500.0,2285386359986.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,30,434.529.108.030,360.087.857.575,,30.0,434529108030.0,360087857575.0
52,52,52,Chi phí thuế TNDN hoãn lại,30,4.775.176.561,20.716.930.617,,30.0,4775176561.0,20716930617.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.060.582.795.909,1.904.581.571.794,,,2060582795909.0,1904581571794.0
