row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
300,300,300,NỘ PHẢI TRẢ,,9.766.343.852.523,14.402.125.551.468,,,9766343852523.0,14402125551468.0
310,310,310,Nợ ngắn hạn,,9.724.407.851.818,13.676.684.908.009,,,9724407851818.0,13676684908009.0
311,311,311,Phải trả người bán ngắn hạn,14,1.480.893.120.608,1.266.774.173.641,,14.0,1480893120608.0,1266774173641.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.056.238.674,501.662.788,,,1056238674.0,501662788.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),18.100.507.589,97.596.948.523,,,18100507589.0,97596948523.0
314,314,314,Phải trả người lao động,,1.024.576.179.384,1.014.043.595.238,,,1024576179384.0,1014043595238.0
315,315,315,Chi phí phải trả ngắn hạn,16,151.886.585.701,192.540.188.843,,16.0,151886585701.0,192540188843.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,1.383.924.450.279,1.222.056.551.269,,17.0,1383924450279.0,1222056551269.0
319,319,319,Phải trả ngắn hạn khác,18,188.627.292.028,629.081.001.630,,18.0,188627292028.0,629081001630.0
320,320,320,Vay ngắn hạn,19(a),5.215.719.226.653,9.072.615.283.911,,,5215719226653.0,9072615283911.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,259.624.250.902,181.475.502.166,,20.0,259624250902.0,181475502166.0
330,330,330,Nợ dài hạn,,41.936.000.705,725.440.643.459,,,41936000705.0,725440643459.0
337,337,337,Phải trả dài hạn khác,,1.943.300.000,2.054.933.335,,,1943300000.0,2054933335.0
338,338,338,Vay dài hạn,19(b),39.991.556.359,723.375.461.648,,,39991556359.0,723375461648.0
341,341,341,Thuế thu nhập hoãn lại phải trả,13,1.144.346,10.248.476,,13.0,1144346.0,10248476.0
400,400,400,VỐN CHỦ SỞ HỮU,,7.276.208.107.305,5.753.971.446.987,,,7276208107305.0,5753971446987.0
410,410,410,Vốn chủ sở hữu,"21,22",7.276.208.107.305,5.753.971.446.987,,21.22,7276208107305.0,5753971446987.0
411,411,411,Vốn góp của chủ sở hữu,,3.283.395.380.000,3.283.695.530.000,,,3283395380000.0,3283695530000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.283.395.380.000,3.283.695.530.000,,,3283395380000.0,3283695530000.0
415,415,415,Cổ phiếu quỹ,22,-,(300.150.000),,22.0,,-300150000.0
418,418,418,Quỹ đầu tư phát triển,22,1.424.495.512.206,824.773.364.467,,22.0,1424495512206.0,824773364467.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",22,2.568.317.215.099,1.645.802.702.520,,22.0,2568317215099.0,1645802702520.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.031.288.334.192,260.103.414.065,,,1031288334192.0,260103414065.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.537.028.880.907,1.385.699.288.455,,,1537028880907.0,1385699288455.0
440,440,440,TỔNG NGUỒN VỐN,,17.042.551.959.828,20.156.096.998.455,,,17042551959828.0,20156096998455.0
