row_label_raw,row_label_full,col_0,col_1,Tại ngày1.1.2022VND,Số phải thu trong năm VND,Cấn trừ trong năm VND,Số đã thực thu trong năm VND,Tại ngày31.12.2022VND,numeric__col_1,numeric__Tại ngày1.1.2022VND,numeric__Số phải thu trong năm VND,numeric__Cấn trừ trong năm VND,numeric__Số đã thực thu trong năm VND,numeric__Tại ngày31.12.2022VND
(a),(a),(a),Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,,,
(a),(a) > (a),(a),Thuế TNDN,9.444.092.790,24.237.284.025,(9.444.092.790),-,24.237.284.025,,9444092790.0,24237284025.0,-9444092790.0,,24237284025.0
(a),(a) > (a),(a),Thuế thu nhập cá nhân,207.196.710,28.722.201.653,(361.146.883),-,28.568.251.480,,207196710.0,28722201653.0,-361146883.0,,28568251480.0
(a),(a) > (a),(a),Thuế GTGT,-,37.581.307.254,-,-,37.581.307.254,,,37581307254.0,,,37581307254.0
(a),(a) > (a),(a),Thuế khác,-,2.365.985.307,-,-,2.365.985.307,,,2365985307.0,,,2365985307.0
(a),(a) > (a),(a),,9.651.289.500,92.906.778.239,(9.805.239.673),-,92.752.828.066,,9651289500.0,92906778239.0,-9805239673.0,,92752828066.0
(a),(a),(a),,Tại ngày1.1.2022VND,Số phải nộp trong năm VND,Cấn trừ trong năm VND,Số đã thực nộp trong năm VND,Tại ngày31.12.2022VND,,,,,,
(b),(b),(b),Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,,,
(b),(b) > (b),(b),Thuế GTGT đầu ra,30.230.626.233,1.740.679.781.140,(1.252.579.154.161),(504.903.032.491),13.428.220.721,,30230626233.0,1740679781140.0,-1252579154161.0,-504903032491.0,13428220721.0
(b),(b) > (b),(b),Thuế GTGT hàng nhập khẩu,24.991,173.294.760.470,-,(173.294.785.461),-,,24991.0,173294760470.0,,-173294785461.0,
(b),(b) > (b),(b),"Thuế xuất, nhập khẩu",249.911,140.247.337,-,(140.497.248),-,,249911.0,140247337.0,,-140497248.0,
(b),(b) > (b),(b),Thuế TNDN,60.440.430.924,434.529.108.030,(9.444.092.790),(485.525.446.164),-,,60440430924.0,434529108030.0,-9444092790.0,-485525446164.0,
(b),(b) > (b),(b),Thuế nhà thầu,2.342.917.383,49.081.498.291,-,(50.850.581.106),573.834.568,,2342917383.0,49081498291.0,,-50850581106.0,573834568.0
(b),(b) > (b),(b),Thuế thu nhập cá nhân,4.582.699.081,161.115.296.501,(361.146.883),(161.238.396.399),4.098.452.300,,4582699081.0,161115296501.0,-361146883.0,-161238396399.0,4098452300.0
(b),(b) > (b),(b),Thuế khác,-,359.025.537,-,(359.025.537),-,,,359025537.0,,-359025537.0,
(b),(b) > (b),(b),,97.596.948.523,2.559.199.717.306,(1.262.384.393.834),(1.376.311.764.406),18.100.507.589,,97596948523.0,2559199717306.0,-1262384393834.0,-1376311764406.0,18100507589.0
