row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
,,,,"Lãi tiền gửi, cho vay",561.838.699.473,,,561838699473.0
,,,,Cổ tức và lợi nhuận được chia(Thuyết minh 33(a)),303.402.157.553,,,303402157553.0
,,,,Lãi chênh lệch tỷ giá hối đoái,21.238.461.140,,,21238461140.0
,,,,,886.479.318.166,,,886479318166.0
27,27,27,CHI PHÍ TÀI CHÍNH,,,,,
27,27,27,CHI PHÍ TÀI CHÍNH,2022VND,2021VND,,,
27,27 > 27,27,Chi phí lãi vay,371.427.394.591,220.614.607.102,,371427394591.0,220614607102.0
27,27 > 27,27,Trong đó:- Bên thứ ba,336.541.339.683,220.614.607.102,,336541339683.0,220614607102.0
27,27 > 27,27,- Bên liên quan (Thuyết minh 33(a)),34.886.054.908,-,,34886054908.0,
27,27 > 27,27,Lỗ chênh lệch tỷ giá hối đoái,102.736.025.345,71.783.541.145,,102736025345.0,71783541145.0
27,27 > 27,27,,474.163.419.936,292.398.148.247,,474163419936.0,292398148247.0
28,28,28,CHI PHÍ BÁN HÀNG,,,,,
28,28,28,CHI PHÍ BÁN HÀNG,2022VND,2021VND,,,
28,28 > 28,28,Chi phí nhân viên,1.218.651.158.615,1.183.590.415.292,,1218651158615.0,1183590415292.0
28,28 > 28,28,"Quảng cáo, tiếp thị",234.852.112.931,231.874.957.213,,234852112931.0,231874957213.0
28,28 > 28,28,Khác,215.041.569.545,90.060.529.413,,215041569545.0,90060529413.0
28,28 > 28,28,,1.668.544.841.091,1.505.525.901.918,,1668544841091.0,1505525901918.0
29,29,29,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,,,,,
29,29,29,CHI PHÍ QUẢN LÝ DOANH NGHIỆP,2022VND,2021VND,,,
29,29 > 29,29,Chi phí nhân viên,1.283.219.548.862,1.151.724.549.769,,1283219548862.0,1151724549769.0
29,29 > 29,29,Khác (*),636.961.846.622,469.017.799.992,,636961846622.0,469017799992.0
29,29 > 29,29,,1.920.181.395.484,1.620.742.349.761,,1920181395484.0,1620742349761.0
