row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,135.488.293.375,363.992.158.727,135488293375.0,363992158727.0
Bồi thường (*),Bồi thường (*),Bồi thường (*),51.102.000.000,48.820.000.000,51102000000.0,48820000000.0
Lãi từ khoản ứng trước của Vinhomes (TM số 18.2),Lãi từ khoản ứng trước của Vinhomes (TM số 18.2),Lãi từ khoản ứng trước của Vinhomes (TM số 18.2),33.975.700.000,266.268.572.163,33975700000.0,266268572163.0
Cổ tức cổ phiếu ưu đãi (TM số 23),Cổ tức cổ phiếu ưu đãi (TM số 23),Cổ tức cổ phiếu ưu đãi (TM số 23),21.180.000.000,21.238.027.397,21180000000.0,21238027397.0
Chi phí xây dựng,Chi phí xây dựng,Chi phí xây dựng,19.263.007.402,17.906.084.342,19263007402.0,17906084342.0
Lãi vay,Lãi vay,Lãi vay,5.269.891.290,3.726.995.076,5269891290.0,3726995076.0
Khác,Khác,Khác,4.697.694.683,6.032.479.749,4697694683.0,6032479749.0
Dài hạn,Dài hạn,Dài hạn,213.499.783.977,-,213499783977.0,
Lãi từ khoản ứng trước của Vinhomes (TM số 18.2),Lãi từ khoản ứng trước của Vinhomes (TM số 18.2),Lãi từ khoản ứng trước của Vinhomes (TM số 18.2),213.499.783.977,-,213499783977.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,348.988.077.352,363.992.158.727,348988077352.0,363992158727.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,292.616.186.062,311.445.163.651,292616186062.0,311445163651.0
Phải trả bên liên quan (TM số 31),Trong đó: > Phải trả bên liên quan (TM số 31),Phải trả bên liên quan (TM số 31),56.371.891.290,52.546.995.076,56371891290.0,52546995076.0
