row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,94.487.079.873,363.587.277.752,94487079873.0,363587277752.0
Cho các bên liên quan vay (TM số 31),Cho các bên liên quan vay (TM số 31),Cho các bên liên quan vay (TM số 31),69.484.178.800,338.584.376.679,69484178800.0,338584376679.0
Cho các bên khác vay,Cho các bên khác vay,Cho các bên khác vay,25.002.901.073,25.002.901.073,25002901073.0,25002901073.0
- Công ty Cổ phần T&T M'Drak,- Công ty Cổ phần T&T M'Drak,- Công ty Cổ phần T&T M'Drak,10.496.143.573,10.496.143.573,10496143573.0,10496143573.0
- Công ty Cổ phần Vật liệu Xây dựng Trường Thành Phước An,- Công ty Cổ phần Vật liệu Xây dựng Trường Thành Phước An,- Công ty Cổ phần Vật liệu Xây dựng Trường Thành Phước An,9.506.757.500,9.506.757.500,9506757500.0,9506757500.0
- Các bên khác,- Các bên khác,- Các bên khác,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Dài hạn,Dài hạn,Dài hạn,272.015.508.679,16.600.000.000,272015508679.0,16600000000.0
Cho các bên khác vay,Cho các bên khác vay,Cho các bên khác vay,239.915.508.679,-,239915508679.0,
- Công ty Cổ phần Trường Thành,- Công ty Cổ phần Trường Thành,- Công ty Cổ phần Trường Thành,121.851.654.540,-,121851654540.0,
- Công ty Cổ phần Chế biến Gỗ Trường Thành,- Công ty Cổ phần Chế biến Gỗ Trường Thành,- Công ty Cổ phần Chế biến Gỗ Trường Thành,118.063.854.139,-,118063854139.0,
Cho các bên liên quan vay (TM số 31),Cho các bên liên quan vay (TM số 31),Cho các bên liên quan vay (TM số 31),32.100.000.000,16.600.000.000,32100000000.0,16600000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,366.502.588.552,380.187.277.752,366502588552.0,380187277752.0
Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,(199.894.880.006),(183.533.813.649),-199894880006.0,-183533813649.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,166.607.708.546,196.653.464.103,166607708546.0,196653464103.0
