row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024triệu đồng,Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,59.769.136,54.484.312,59769136.0,54484312.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,14.141.416,13.292.684,14141416.0,13292684.0
- Bằng VND,- Bằng VND,- Bằng VND,13.832.612,12.936.882,13832612.0,12936882.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,308.804,355.802,308804.0,355802.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,45.627.720,41.191.628,45627720.0,41191628.0
- Bằng VND,- Bằng VND,- Bằng VND,43.438.205,40.881.510,43438205.0,40881510.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.189.515,310.118,2189515.0,310118.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,32.420.329,31.069.202,32420329.0,31069202.0
Bằng VND,Bằng VND,Bằng VND,24.467.402,11.880.021,24467402.0,11880021.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,7.952.927,19.189.181,7952927.0,19189181.0
,,,92.189.465,85.553.514,92189465.0,85553514.0
