row_label_raw,row_label_full,col_0,Số dưđầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dưcuối năm,numeric__Số dưđầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dưcuối năm
Phải thu NSNN,Phải thu NSNN,Phải thu NSNN,(4.455),1.481,(41),(3.015),-4455.0,1481.0,-41.0,-3015.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,(4.455),1.481,(41),(3.015),-4455.0,1481.0,-41.0,-3015.0
Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,670.804,1.918.947,(1.784.311),805.440,670804.0,1918947.0,-1784311.0,805440.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,11.858,137.859,(137.863),11.854,11858.0,137859.0,-137863.0,11854.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,607.130,1.382.984,(1.224.903),765.211,607130.0,1382984.0,-1224903.0,765211.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,51.816,395.576,(419.017),28.375,51816.0,395576.0,-419017.0,28375.0
Các khoản phảinộp khác,Các khoản phảinộp khác,Các khoản phảinộp khác,-,2.528,(2.528),-,,2528.0,-2528.0,
,,,666.349,1.920.428,(1.784.352),802.425,666349.0,1920428.0,-1784352.0,802425.0
