row_label_raw,row_label_full,col_0,Chưa bị giảm giáTriệu đồng,Bị giảm giánhưng không códự phòngTriệu đồng,Bị giảm giá vàcó dự phòngTriệu đồng,Tổng côngTriệu đồng,numeric__Chưa bị giảm giáTriệu đồng,numeric__Bị giảm giánhưng không códự phòngTriệu đồng,numeric__Bị giảm giá vàcó dự phòngTriệu đồng,numeric__Tổng côngTriệu đồng
Tiền gửi có kỳ hạn tạivà cho vay các TCTDkhác,Tiền gửi có kỳ hạn tạivà cho vay các TCTDkhác,Tiền gửi có kỳ hạn tạivà cho vay các TCTDkhác,46.200.164,-,-,46.200.164,46200164.0,,,46200164.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,169.618.675,1.825.195,5.049.581,176.493.451,169618675.0,1825195.0,5049581.0,176493451.0
"Chứng khoán nợ docác TCTD, TCKT trongnước phát hành","Chứng khoán nợ docác TCTD, TCKT trongnước phát hành","Chứng khoán nợ docác TCTD, TCKT trongnước phát hành",21.207.012,376.000,28.385,21.611.397,21207012.0,376000.0,28385.0,21611397.0
Tài sản có rủi ro tindụng khác,Tài sản có rủi ro tindụng khác,Tài sản có rủi ro tindụng khác,1.810.771,4.001.159,-,5.811.930,1810771.0,4001159.0,,5811930.0
Tổng cộng,Tổng cộng,Tổng cộng,238.836.622,6.202.354,5.077.966,250.116.942,238836622.0,6202354.0,5077966.0,250116942.0
