row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2024triệu đồng,Ngày 31 tháng 12năm 2023triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,39,183.030,31.980,39.0,183030.0,31980.0
2. Cam kết giao dịch hối đoái,2. Cam kết giao dịch hối đoái,2. Cam kết giao dịch hối đoái,39,479.800.332,343.840.786,39.0,479800332.0,343840786.0
2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,11.749.712,11.263.221,,11749712.0,11263221.0
2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,11.751.127,11.255.288,,11751127.0,11255288.0
2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,,456.299.493,321.322.277,,456299493.0,321322277.0
3. Cam kết trong nghiệp vụ L/C,3. Cam kết trong nghiệp vụ L/C,3. Cam kết trong nghiệp vụ L/C,39,3.135.897,7.555.360,39.0,3135897.0,7555360.0
4. Bảo lãnh khác,4. Bảo lãnh khác,4. Bảo lãnh khác,39,24.893.161,21.686.263,39.0,24893161.0,21686263.0
5. Các cam kết khác,5. Các cam kết khác,5. Các cam kết khác,39,20.300.893,11.326.397,39.0,20300893.0,11326397.0
6. Lãi cho vay và phí phải thu chưa thu được,6. Lãi cho vay và phí phải thu chưa thu được,6. Lãi cho vay và phí phải thu chưa thu được,40,1.544.919,2.089.139,40.0,1544919.0,2089139.0
7. Nợ khó đòi đã xử lý,7. Nợ khó đòi đã xử lý,7. Nợ khó đòi đã xử lý,41,15.539.126,15.649.464,41.0,15539126.0,15649464.0
8. Tài sản và chứng từ khác,8. Tài sản và chứng từ khác,8. Tài sản và chứng từ khác,42,94.502.930,83.676.862,42.0,94502930.0,83676862.0
