row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024_1,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2024_1,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông nghiệp, lâm nghiệp, thủy sản","Nông nghiệp, lâm nghiệp, thủy sản","Nông nghiệp, lâm nghiệp, thủy sản",629.627,"0,36",2.346.262,"1,57",629627.0,0.36,2346262.0,1.57
Khai khoáng,Khai khoáng,Khai khoáng,1.176.661,"0,67",332.646,"0,22",1176661.0,0.67,332646.0,0.22
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,1.355.092,"0,77",1.427.864,"0,96",1355092.0,0.77,1427864.0,0.96
"Sản xuất, chế biến lương thực thực phẩm, đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm, đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực thực phẩm, đồ uống, thức ăn chăn nuôi",2.295.490,"1,30",1.609.573,"1,08",2295490.0,1.3,1609573.0,1.08
"Dệt may, sân xuất da dày, sân xuất trang phục","Dệt may, sân xuất da dày, sân xuất trang phục","Dệt may, sân xuất da dày, sân xuất trang phục",1.445.539,"0,82",1.613.649,"1,08",1445539.0,0.82,1613649.0,1.08
"Khai thác và sơ chế gỗ, chế biến gỗ, sân xuất sản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sân xuất sản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sân xuất sản phẩm từ gỗ và lâm sản khác",1.910.169,"1,08",1.310.563,"0,88",1910169.0,1.08,1310563.0,0.88
Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,407.433,"0,23",1.357.596,"0,91",407433.0,0.23,1357596.0,0.91
"Sản xuất thuốc, hóa được, được liệu; cao su, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa được, được liệu; cao su, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa được, được liệu; cao su, nhựa, phân bón, hóa chất",2.797.289,"1,58",2.123.551,"1,42",2797289.0,1.58,2123551.0,1.42
"Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matit và các chất tương tự)",3.202.064,"1,81",1.537.847,"1,03",3202064.0,1.81,1537847.0,1.03
Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,1.813.945,"1,03",295.669,"0,20",1813945.0,1.03,295669.0,0.2
Sản xuất phôi thép,Sản xuất phôi thép,Sản xuất phôi thép,4.789,"0,00",17.276,"0,01",4789.0,0.0,17276.0,0.01
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,84.256,"0,05",49.198,"0,03",84256.0,0.05,49198.0,0.03
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy",3.913.479,"2,22",1.366.705,"0,92",3913479.0,2.22,1366705.0,0.92
"Sản xuất điện tử, thiết bị điện, máy vi tính quang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học, thiết bị viễn thông",7.270.865,"4,12",2.711.575,"1,82",7270865.0,4.12,2711575.0,1.82
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",521,"0,00",3.382,"0,00",521.0,0.0,3382.0,0.0
"Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế, giáo dục, thể dục thể thao",167.999,"0,10",41.335,"0,03",167999.0,0.1,41335.0,0.03
"Sản xuất và phân phối điện, năng lượng, cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải","Sản xuất và phân phối điện, năng lượng, cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải","Sản xuất và phân phối điện, năng lượng, cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",5.083.131,"2,88",8.346.872,"5,60",5083131.0,2.88,8346872.0,5.6
Xây dựng,Xây dựng,Xây dựng,15.786.992,"8,94",13.105.715,"8,79",15786992.0,8.94,13105715.0,8.79
Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,19.990.140,"11,33",16.285.336,"10,92",19990140.0,11.33,16285336.0,10.92
"Kinh doanh phân bón, hóa chất, các sản phẩm hóa chất khác, thuốc, hóa được, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóa chất khác, thuốc, hóa được, được liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóa chất khác, thuốc, hóa được, được liệu, thiết bị y tế",1.662.526,"0,94",1.086.396,"0,73",1662526.0,0.94,1086396.0,0.73
"Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt","Thương mại xăng, dầu, gas, khí đốt",1.737.040,"0,98",4.645.331,"3,11",1737040.0,0.98,4645331.0,3.11
"Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổng hợp khác",13.463.100,"7,63",7.426.527,"4,98",13463100.0,7.63,7426527.0,4.98
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,3.817.147,"2,16",2.978.469,"2,00",3817147.0,2.16,2978469.0,2.0
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,4.370.573,"2,48",3.519.426,"2,36",4370573.0,2.48,3519426.0,2.36
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,1.652.285,"0,94",683.712,"0,46",1652285.0,0.94,683712.0,0.46
"Kinh doanh dịch vụ khách sạn, du lịch, ăn uống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống, vui chơi giải trí",448.558,"0,25",188.876,"0,13",448558.0,0.25,188876.0,0.13
Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,17.153.000,"9,72",13.163.399,"8,83",17153000.0,9.72,13163399.0,8.83
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,327.385,"0,19",1.108.097,"0,74",327385.0,0.19,1108097.0,0.74
"Dịch vụ công nghệ, khoa học công nghệ, dịch vụ hành chính, hỗ trợ, giáo dục y tế, thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụ hành chính, hỗ trợ, giáo dục y tế, thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụ hành chính, hỗ trợ, giáo dục y tế, thông tin và truyền thông khác",7.984.989,"4,52",4.087.884,"2,74",7984989.0,4.52,4087884.0,2.74
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,445.206,"0,25",91.464,"0,06",445206.0,0.25,91464.0,0.06
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,5.669.152,"3,21",7.281.125,"4,88",5669152.0,3.21,7281125.0,4.88
Ngành khác,Ngành khác,Ngành khác,2.282.421,"1,30",5.715.135,"3,83",2282421.0,1.3,5715135.0,3.83
Cá nhân,Cá nhân,Cá nhân,46.144.588,"26,14",41.286.931,"27,68",46144588.0,26.14,41286931.0,27.68
,,,176.493.451,"100,00",149.145.386,"100,00",176493451.0,100.0,149145386.0,100.0
