row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024triệu đồng,Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,54.249.986,51.384.709,54249986.0,51384709.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,14.735.986,13.813.935,14735986.0,13813935.0
- Bằng VND,- Bằng VND,- Bằng VND,13.640.176,12.674.755,13640176.0,12674755.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.095.810,1.139.180,1095810.0,1139180.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,39.514.000,37.570.774,39514000.0,37570774.0
- Bằng VND,- Bằng VND,- Bằng VND,39.260.000,29.200.000,39260000.0,29200000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,254.000,8.370.774,254000.0,8370774.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,6.686.164,9.764.985,6686164.0,9764985.0
Bằng VND,Bằng VND,Bằng VND,6.556.772,9.374.123,6556772.0,9374123.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,129.392,390.862,129392.0,390862.0
,,,60.936.150,61.149.694,60936150.0,61149694.0
