row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay (cho vay khách hàng và các TCTD khác) triệu đồng,Tổng tiền gửi huy động (tiền gửi của khách hàng và tiền gửi của các TCTD khác) triệu đồng,Các cam kết tín dụng triệu đồng,Công cụ tài chính phải sinh (Tổng giá trị hợp đồng) triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng dư nợ cho vay (cho vay khách hàng và các TCTD khác) triệu đồng,numeric__Tổng tiền gửi huy động (tiền gửi của khách hàng và tiền gửi của các TCTD khác) triệu đồng,numeric__Các cam kết tín dụng triệu đồng,numeric__Công cụ tài chính phải sinh (Tổng giá trị hợp đồng) triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,183.179.615,213.910.058,28.212.088,290.828.558,65.604.781,183179615.0,213910058.0,28212088.0,290828558.0,65604781.0
Nước ngoài,Nước ngoài,Nước ngoài,-,471.529,-,-,-,,471529.0,,,
Tổng,Tổng,Tổng,183.179.615,214.381.587,28.212.088,290.828.558,65.604.781,183179615.0,214381587.0,28212088.0,290828558.0,65604781.0
