row_label_raw,row_label_full,col_0,col_1,Tài chínhngân hàngtriệu đồng,Khác dịch/số dư nội bộtriệu đồng,Loại trừ giao,Tổng cộngtriệu đồng,numeric__col_1,numeric__Tài chínhngân hàngtriệu đồng,numeric__Khác dịch/số dư nội bộtriệu đồng,numeric__Loại trừ giao,numeric__Tổng cộngtriệu đồng
,,,,Tài chínhngân hàngtriệu đồng,Khác dịch/số dư nội bộtriệu đồng,Loại trừ giao,Tổng cộngtriệu đồng,,,,,
III.,III.,III.,Tài sản,323.795.539,-,(3.647.450),320.148.089,,323795539.0,,-3647450.0,320148089.0
1.,1.,1.,Tiền mặt,1.203.088,-,-,1.203.088,,1203088.0,,,1203088.0
2.,2.,2.,Tài sản cố định,432.744,-,-,432.744,,432744.0,,,432744.0
3.,3.,3.,Tài sản khác,322.159.707,-,(3.647.450),318.512.257,,322159707.0,,-3647450.0,318512257.0
IV.,IV.,IV.,Nợ phải trả,286.286.048,-,(2.955.516),283.330.532,,286286048.0,,-2955516.0,283330532.0
1.,1.,1.,Nợ phải trả khách hàngbên ngoài,1.514.352,-,-,1.514.352,,1514352.0,,,1514352.0
2.,2.,2.,Nợ phải trả nội bộ,1.011.977,-,-,1.011.977,,1011977.0,,,1011977.0
3.,3.,3.,Nợ phải trả khác,283.759.719,-,(2.955.516),280.804.203,,283759719.0,,-2955516.0,280804203.0
