row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Thuyết minh,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,24,18.681.257,18.951.085,24.0,18681257.0,18951085.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,25,(8.438.193),(9.762.570),25.0,-8438193.0,-9762570.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,10.243.064,9.188.515,,10243064.0,9188515.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,1.834.793,2.017.973,,1834793.0,2017973.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(480.738),(420.948),,-480738.0,-420948.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,1.354.055,1.597.025,26.0,1354055.0,1597025.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,27,1.055.874,1.072.237,27.0,1055874.0,1072237.0
Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,28,(478),(12.705),28.0,-478.0,-12705.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,29,273.491,511.812,29.0,273491.0,511812.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,1.869.859,610.169,,1869859.0,610169.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(577.625),(709.697),,-577625.0,-709697.0
Lãi/(Lỗ) thuần từ hoạt động khác,Lãi/(Lỗ) thuần từ hoạt động khác,Lãi/(Lỗ) thuần từ hoạt động khác,30,1.292.234,(99.528),30.0,1292234.0,-99528.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",31,-,1.631,31.0,,1631.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,32,(5.229.935),(4.812.331),32.0,-5229935.0,-4812331.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,8.988.305,7.446.656,,8988305.0,7446656.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,33,(2.084.463),(1.616.746),33.0,-2084463.0,-1616746.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,6.903.842,5.829.910,,6903842.0,5829910.0
"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành","Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành","Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",34,(1.384.465),(1.185.646),34.0,-1384465.0,-1185646.0
Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,,-,(50),,,-50.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(1.384.465),(1.185.696),,-1384465.0,-1185696.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,5.519.377,4.644.214,,5519377.0,4644214.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),35,2.123,1.786,35.0,2123.0,1786.0
