row_label_raw,row_label_full,Công ty TNHH FPT Smart Cloud,5.185.511.647,2.484.967.802,numeric__5.185.511.647,numeric__2.484.967.802
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,1.480.344.300,2.039.355.053,1480344300.0,2039355053.0
Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,822.719.174,172.722.603,822719174.0,172722603.0
,,,7.488.575.121,4.697.045.458,7488575121.0,4697045458.0
