row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2024VND,2023VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ phát hành cổ phiếu,,106.211.170.000,73.050.500.000,,,106211170000.0,73050500000.0
33,Mãsố > 33,33,Tiền thu đi vay,,10.845.761.168.572,12.369.850.000.000,,,10845761168572.0,12369850000000.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(10.514.366.868.572),(10.669.850.000.000),,,-10514366868572.0,-10669850000000.0
36,Mãsố > 36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(2.738.398.177.675),(2.372.454.757.750),,,-2738398177675.0,-2372454757750.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(2.300.792.707.675),(599.404.257.750),,,-2300792707675.0,-599404257750.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(659.225.422.888),934.572.275.769,,,-659225422888.0,934572275769.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,2.537.167.414.202,1.602.587.113.047,,3.0,2537167414202.0,1602587113047.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(150.199.371),8.025.386,,,-150199371.0,8025386.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,1.877.791.791.943,2.537.167.414.202,,3.0,1877791791943.0,2537167414202.0
