row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,31/12/2024VND_1,numeric__col_1,numeric__31/12/2024VND,numeric__31/12/2024VND_1
(a),(a),(a),Ngắn hạn,,,,,
(a),(a) > (a),(a),Tiền cho thuê văn phòng,6.629.469.139,6.629.469.139,,6629469139.0,6629469139.0
(b),(b),(b),Dài hạn,,,,,
(b),(b) > (b),(b),Tiền cho thuê văn phòng,219.846.638.856,226.476.108.000,,219846638856.0,226476108000.0
16,16,16,VỐN GÓP CỦA CHỦ SỞ HỮU,,,,,
(a),(a),(a),Số lượng cổ phiếu,,,,,
(a),(a),(a),,31/12/2024Cổ phiếuphổ thông,31/12/2024Cổ phiếuphổ thông,,,
(a),(a) > (a),(a),Số lượng cổ phiếu đăng ký,1.471.069.183,1.269.968.875,,1471069183.0,1269968875.0
(a),(a) > (a),(a),Số lượng cổ phiếu đã phát hành,1.471.069.183,1.269.968.875,,1471069183.0,1269968875.0
(a),(a) > (a),(a),Cổ phiếu phổ thông,1.471.069.183,1.269.968.875,,1471069183.0,1269968875.0
(a),(a) > (a),(a),- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,25.943.108,19.241.459,,25943108.0,19241459.0
(a),(a),(a),Số lượng cổ phiếu đã mua lại,-,-,,,
(a),(a),(a),- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,-,-,,,
(a),(a) > (a),(a),Số lượng cổ phiếu đang lưu hành,1.471.069.183,1.269.968.875,,1471069183.0,1269968875.0
(a),(a) > (a),(a),Cổ phiếu phổ thông,1.471.069.183,1.269.968.875,,1471069183.0,1269968875.0
(a),(a) > (a),(a),- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,25.943.108,19.241.459,,25943108.0,19241459.0
