row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRÀ,,8.773.834.744.159,8.857.603.546.490,,,8773834744159.0,8857603546490.0
310,310,310,Nợ ngắn hạn,,8.553.981.049.560,8.631.090.342.873,,,8553981049560.0,8631090342873.0
311,311,311,Phải trả người bán ngắn hạn,10,793.938.982.964,767.453.716.862,,10.0,793938982964.0,767453716862.0
312,312,312,Người mua trả tiền trước ngắn hạn,,17.705.400.501,8.699.854.627,,,17705400501.0,8699854627.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,11(b),32.768.181.035,2.490.753.107,,,32768181035.0,2490753107.0
314,314,314,Phải trả người lao động,,79.447.641.125,95.702.348.976,,,79447641125.0,95702348976.0
315,315,315,Chi phí phải trả ngắn hạn,12,108.997.514.662,85.012.644.864,,12.0,108997514662.0,85012644864.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,15(a),6.629.469.139,6.629.469.139,,,6629469139.0,6629469139.0
319,319,319,Phải trả ngắn hạn khác,13,232.974.906.443,687.887.603.497,,13.0,232974906443.0,687887603497.0
320,320,320,Vay ngắn hạn,14,7.155.600.000.000,6.824.205.700.000,,14.0,7155600000000.0,6824205700000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,125.918.953.691,153.008.251.801,,,125918953691.0,153008251801.0
330,330,330,Nợ dài hạn,,219.853.694.599,226.513.203.617,,,219853694599.0,226513203617.0
336,336,336,Doanh thu chưa thực hiện dài hạn,15(b),219.846.638.856,226.476.108.000,,,219846638856.0,226476108000.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,7.055.743,37.095.617,,,7055743.0,37095617.0
400,400,400,VỐN CHỦ SỞ HỮU,,20.908.656.718.766,18.036.849.756.719,,,20908656718766.0,18036849756719.0
410,410,410,Vốn chủ sở hữu,,20.908.656.718.766,18.036.849.756.719,,,20908656718766.0,18036849756719.0
411,411,411,Vốn góp của chủ sở hữu,"16, 17",14.710.691.830.000,12.699.688.750.000,,,14710691830000.0,12699688750000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,14.710.691.830.000,12.699.688.750.000,,,14710691830000.0,12699688750000.0
412,412,412,Thặng dư vốn cổ phần,17,49.941.441.360,49.941.441.360,,17.0,49941441360.0,49941441360.0
418,418,418,Quỹ đầu tư phát triển,17,103.009.261,103.009.261,,17.0,103009261.0,103009261.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,17,87.203.093.024,87.203.093.024,,17.0,87203093024.0,87203093024.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",17,6.060.717.345.121,5.199.913.463.074,,17.0,6060717345121.0,5199913463074.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,2.025.152.678.074,-,,,2025152678074.0,
421b,421b,421b,- LNST chưa phân phối của năm nay,,4.035.564.667.047,5.199.913.463.074,,,4035564667047.0,5199913463074.0
440,440,440,TỔNG NGUỒN VỐN,,29.682.491.462.925,26.894.453.303.209,,,29682491462925.0,26894453303209.0
