row_label_raw,row_label_full,Công ty TNHH Giáo dục FPT,156.467.565.537,151.670.188.221,numeric__156.467.565.537,numeric__151.670.188.221
Công ty TNHH FPT IS,Công ty TNHH FPT IS,Công ty TNHH FPT IS,62.578.222.975,111.206.983.549,62578222975.0,111206983549.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,10.061.840.949,23.717.487.534,10061840949.0,23717487534.0
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,2.786.054.795,43.458.904,2786054795.0,43458904.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.012.583.635,5.042.125.799,1012583635.0,5042125799.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,63.558.747,32.524.153,63558747.0,32524153.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,1.897.032,3.475.784,1897032.0,3475784.0
Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,1.873.472,142.208.810,1873472.0,142208810.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,-,1.121.301.369,,1121301369.0
,,,232.973.597.142,292.979.754.123,232973597142.0,292979754123.0
