row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu cung cấp dịch vụ,,750.934.526.983,578.316.408.243,,,750934526983.0,578316408243.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ (10 = 01 - 02),18,750.934.526.983,578.316.408.243,,18.0,750934526983.0,578316408243.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,19,136.457.430.363,59.932.837.675,,19.0,136457430363.0,59932837675.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ (20 = 10 - 11),,614.477.096.620,518.383.570.568,,,614477096620.0,518383570568.0
21,02 > 21,21,Doanh thu hoạt động tài chính,20,5.890.489.739.679,7.416.349.048.349,,20.0,5890489739679.0,7416349048349.0
22,02 > 22,22,Chi phí tài chính,21,236.331.093.377,338.549.875.820,,21.0,236331093377.0,338549875820.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,236.082.994.088,338.376.949.533,,,236082994088.0,338376949533.0
25,02 > 25,25,Chi phí bán hàng,,2.065.876.797,1.897.497.610,,,2065876797.0,1897497610.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,22,751.778.219.867,865.479.467.395,,22.0,751778219867.0,865479467395.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,5.514.791.646.258,6.728.805.778.092,,,5514791646258.0,6728805778092.0
31,02 > 31,31,Thu nhập khác,,803.585.677,384.776.558,,,803585677.0,384776558.0
32,02 > 32,32,Chi phí khác,,34.648.333,340.748.760,,,34648333.0,340748760.0
40,02 > 40,40,Lợi nhuận khác (40 = 31 - 32),,768.937.344,44.027.798,,,768937344.0,44027798.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,5.515.560.583.602,6.728.849.805.890,,,5515560583602.0,6728849805890.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,23,-,-,,23.0,,
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,23,8.926.733.555,(15.162.606.551),,23.0,8926733555.0,-15162606551.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,5.506.633.850.047,6.744.012.412.441,,,5506633850047.0,6744012412441.0
