row_label_raw,row_label_full,Công ty TNHH Giáo dục FPT,4.350.000.000.000,3.830.000.000.000,numeric__4.350.000.000.000,numeric__3.830.000.000.000
Công ty TNHH FPT IS,Công ty TNHH FPT IS,Công ty TNHH FPT IS,2.600.000.000.000,2.982.000.000.000,2600000000000.0,2982000000000.0
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,2.155.161.168.572,2.368.150.000.000,2155161168572.0,2368150000000.0
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,210.000.000.000,141.700.000.000,210000000000.0,141700000000.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,100.000.000.000,1.305.000.000.000,100000000000.0,1305000000000.0
Công ty Cổ phần Dịch vụ trực tuyến FPT,Công ty Cổ phần Dịch vụ trực tuyến FPT,Công ty Cổ phần Dịch vụ trực tuyến FPT,-,30.000.000.000,,30000000000.0
Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,-,13.000.000.000,,13000000000.0
,,,9.415.161.168.572,10.669.850.000.000,9415161168572.0,10669850000000.0
