row_label_raw,row_label_full,Công ty TNHH FPT Smart Cloud,239.500.000.000,218.500.000.000,numeric__239.500.000.000,numeric__218.500.000.000
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,71.000.000.000,81.500.000.000,71000000000.0,81500000000.0
Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,26.000.000.000,9.500.000.000,26000000000.0,9500000000.0
,,,336.500.000.000,309.500.000.000,336500000000.0,309500000000.0
