row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Diễn giải,Ngày 31 tháng 12 năm 2017 (số liệu đã trình bày),Điều chỉnh,Ngày 31 tháng 12 năm 2017 (trình bày lại),numeric__CHỈ TIÊU,numeric__Diễn giải,numeric__Ngày 31 tháng 12 năm 2017 (số liệu đã trình bày),numeric__Điều chỉnh,numeric__Ngày 31 tháng 12 năm 2017 (trình bày lại)
100,100,100,TÀI SẢN NGÁN HẠN,,44.962.828.647.427,(10.818.815.925),44.952.009.831.502,,,44962828647427.0,-10818815925.0,44952009831502.0
120,120,120,Đầu tư tài chính ngắn hạn,[1],31.164.822.649.629,(10.187.877.900),31.154.634.771.729,,,31164822649629.0,-10187877900.0,31154634771729.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,,28.813.967.758.993,(10.187.877.900),28.803.779.881.093,,,28813967758993.0,-10187877900.0,28803779881093.0
130,130,130,Các khoản phải thu ngắn hạn,[2],6.915.645.602.099,(630.938.025),6.915.014.664.074,,,6915645602099.0,-630938025.0,6915014664074.0
131,131,131,Phải thu ngắn hạn của khách hàng,,5.437.601.516.671,(714.818.025),5.436.886.698.646,,,5437601516671.0,-714818025.0,5436886698646.0
131.1,131.1,131.1,Phải thu về hoạt động bảo hiểm,,2.353.195.084.768,9.029.081.187,2.362.224.165.955,,,2353195084768.0,9029081187.0,2362224165955.0
131.2,131.2,131.2,Phải thu về hoạt động đầu tư,,3.084.406.431.903,(9.743.899.212),3.074.662.532.691,,,3084406431903.0,-9743899212.0,3074662532691.0
136,136,136,Phải thu ngắn hạn khác,,443.666.412.911,95.580.000,443.761.992.911,,,443666412911.0,95580000.0,443761992911.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(397.018.937.203),(11.700.000),(397.030.637.203),,,-397018937203.0,-11700000.0,-397030637203.0
270,270,270,TỔNG CỘNG TÀI SẢN,,91.402.336.076.879,(10.818.815.925),91.391.517.260.954,,,91402336076879.0,-10818815925.0,91391517260954.0
