row_label_raw,row_label_full,col_0,Bảo hiểmphi nhân thọVND,numeric__Bảo hiểmphi nhân thọVND
Số đầu năm,Số đầu năm,Số đầu năm,108.694.988.008,108694988008.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,636.672.735.974,636672735974.0
Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,(347.889.691.516),-347889691516.0
Số cuối năm,Số cuối năm,Số cuối năm,397.478.032.466,397478032466.0
