row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,Ngày 31 tháng 12năm 2018VND > 20%,Ngày 31 tháng 12năm 2017VND > 20%,numeric__Ngày 31 tháng 12năm 2018VND > 20%,numeric__Ngày 31 tháng 12năm 2017VND > 20%
Các khoản chênh lệch tạm thời được khấu trừ Trong đó:,Các khoản chênh lệch tạm thời được khấu trừ Trong đó:,Các khoản chênh lệch tạm thời được khấu trừ Trong đó:,219.393.858.691,264.697.732.196,219393858691.0,264697732196.0
- Hoa hồng phải trả trên phí bảo hiểm phải thu,- Hoa hồng phải trả trên phí bảo hiểm phải thu,- Hoa hồng phải trả trên phí bảo hiểm phải thu,44.855.592.957,35.938.318.999,44855592957.0,35938318999.0
- Chi phí dự phòng thu hồi các khoản hoa hồng,- Chi phí dự phòng thu hồi các khoản hoa hồng,- Chi phí dự phòng thu hồi các khoản hoa hồng,32.112.570.787,32.112.570.787,32112570787.0,32112570787.0
- Dự phòng trái phiếu Vinashin trích trước,- Dự phòng trái phiếu Vinashin trích trước,- Dự phòng trái phiếu Vinashin trích trước,142.425.694.947,196.425.694.947,142425694947.0,196425694947.0
- Khác,- Khác,- Khác,-,221.147.463,,221147463.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,43.878.771.738,52.939.546.439,43878771738.0,52939546439.0
