row_label_raw,row_label_full,CHÍ TIÊU,Ngày 31 tháng 12năm 2018,Ngày 31 tháng 12năm 2017,numeric__Ngày 31 tháng 12năm 2018,numeric__Ngày 31 tháng 12năm 2017
1. Hợp đồng bảo hiểm chưa phát sinh trách nhiệm (VND),1. Hợp đồng bảo hiểm chưa phát sinh trách nhiệm (VND),1. Hợp đồng bảo hiểm chưa phát sinh trách nhiệm (VND),328.325.941.863,198.178.737.323,328325941863.0,198178737323.0
2. Nợ khó đòi đã xử lý (VND),2. Nợ khó đòi đã xử lý (VND),2. Nợ khó đòi đã xử lý (VND),6.343.174.175,6.343.174.175,6343174175.0,6343174175.0
3. Ngoại tệ (USD),3. Ngoại tệ (USD),3. Ngoại tệ (USD),2.294.990,1.345.290,2294990.0,1345290.0
4. Chứng khoán lưu ký (VND),4. Chứng khoán lưu ký (VND),4. Chứng khoán lưu ký (VND),25.556.625.558.189,30.890.850.018.189,25556625558189.0,30890850018189.0
5. Chứng khoán chưa lưu ký (VND),5. Chứng khoán chưa lưu ký (VND),5. Chứng khoán chưa lưu ký (VND),1.984.009.170.000,2.333.680.010.000,1984009170000.0,2333680010000.0
6. Tiền gửi của nhà đầu tư ủy thác (VND),6. Tiền gửi của nhà đầu tư ủy thác (VND),6. Tiền gửi của nhà đầu tư ủy thác (VND),801.375.652.233,746.883.060.415,801375652233.0,746883060415.0
7. Danh mục đầu tư của nhà đầu tư ủy thác (VND),7. Danh mục đầu tư của nhà đầu tư ủy thác (VND),7. Danh mục đầu tư của nhà đầu tư ủy thác (VND),299.207.352.974,317.728.018.624,299207352974.0,317728018624.0
8. Các khoản phải thu của nhà đầu tư ủy thác (VND),8. Các khoản phải thu của nhà đầu tư ủy thác (VND),8. Các khoản phải thu của nhà đầu tư ủy thác (VND),8.517.768.219,8.899.774.887,8517768219.0,8899774887.0
9. Các khoản phải trả của nhà đầu tư ủy thác (VND),9. Các khoản phải trả của nhà đầu tư ủy thác (VND),9. Các khoản phải trả của nhà đầu tư ủy thác (VND),(803.426.002.128),(741.003.266.772),-803426002128.0,-741003266772.0
"10. Phải thu lãi tiền gửi, trái phiếu, cho vay ủy thác (VND)","10. Phải thu lãi tiền gửi, trái phiếu, cho vay ủy thác (VND)","10. Phải thu lãi tiền gửi, trái phiếu, cho vay ủy thác (VND)",2.003.255.742.595,1.762.892.324.860,2003255742595.0,1762892324860.0
